sentence_id,treatment,medical,treatment_first_index,treatment_last_index,medical_first_index,medical_last_index,sentence_text
70348333,amputation,diabetic foot ulcer,11,11,19,21,"In spite of the advances in treating many complicated diseases , amputation is usually the ' cure ' for diabetic foot ulcer ."
75384747,TSN,experimental botulism,2,2,23,24,"Toosendanin ( TSN ) , a triterpenoid derivative extracted from Chinese traditional medicine , has been demonstrated to be an effective cure for experimental botulism ."
75384747,a triterpenoid derivative,experimental botulism,5,7,23,24,"Toosendanin ( TSN ) , a triterpenoid derivative extracted from Chinese traditional medicine , has been demonstrated to be an effective cure for experimental botulism ."
78731066,explantation of all VAD components,the device-associated infection,2,6,18,20,"Coincidentally , explantation of all VAD components at the time of transplantation is often the definitive cure for the device-associated infection ."
78818627,Bone marrow transplant of this nature,nonmalignant hematologic diseases,0,5,15,17,"Bone marrow transplant of this nature is the only existing cure for a series of nonmalignant hematologic diseases ( eg , sickle cell disease , thalassemias , etc ) ; however , rejection remains a clinical problem ."
79473467,HSCT,most bone marrow ( BM ) failure syndromes,6,6,14,21,Allogeneic hematopoietic stem cell transplantation ( HSCT ) is the only potential cure for most bone marrow ( BM ) failure syndromes and hemoglobinopathies .
80496225,Allogeneic HSCT,many primary immune deficiencies,0,1,7,10,"Allogeneic HSCT is the only cure for many primary immune deficiencies ; however , the specific diseases and optimal type(s ) of transplants are not clear ."
80615928,LEO,human hypertrophic scars,4,4,26,28,These results suggest that LEO possesses the favorable therapeutic effects on formed hypertrophic scars in the rabbit ear model and may be an effective cure for human hypertrophic scars .
81168194,Hematopoietic stem cell transplantation,severe hemoglobinopathies,0,3,14,15,"Hematopoietic stem cell transplantation ( HSCT ) remains the only established definitive cure for severe hemoglobinopathies , such as sickle cell disease ( SCD ) and thalassemia-the most prevalent life-threatening non-communicable disease of childhood globally ."
81168194,HSCT,severe hemoglobinopathies,5,5,14,15,"Hematopoietic stem cell transplantation ( HSCT ) remains the only established definitive cure for severe hemoglobinopathies , such as sickle cell disease ( SCD ) and thalassemia-the most prevalent life-threatening non-communicable disease of childhood globally ."
81403600,surgery,advanced NET,1,1,8,9,Altogether surgery is the only cure for locally advanced NET and helps to increase quality of life and overall survival in many patients with metastatic neuroendocrine tumors .
84702773,surgery,such lesions,12,12,18,19,Adenomiomatosis and adenomas represent the most frequent benign occult lesions discovered ; surgery is the definitive cure for such lesions .
84950802,Surgical resection,pancreatic cancer,0,1,8,9,"Surgical resection is the only possible cure for pancreatic cancer but often has a poor prognosis , and the role of adjuvant therapy is urgently explored ."
85070232,stem cell transplantation,sickle cell disease,13,15,23,25,"Although improvements in conservative treatment have considerably improved the prognosis of hemoglobinopathies , stem cell transplantation remains the only cure for thalassemia and sickle cell disease ."
86184649,Allogeneic hematopoietic cell transplantation,many pediatric hematologic diseases,0,3,12,15,"Allogeneic hematopoietic cell transplantation ( HCT ) remains the definite cure for many pediatric hematologic diseases but causes profound deconditioning , which impairs daily physical functioning and may lead to further health complications ."
86184649,HCT,many pediatric hematologic diseases,5,5,12,15,"Allogeneic hematopoietic cell transplantation ( HCT ) remains the definite cure for many pediatric hematologic diseases but causes profound deconditioning , which impairs daily physical functioning and may lead to further health complications ."
87412932,A gene addition therapy,cystic fibrosis lung disease,0,3,14,17,A gene addition therapy into the conducting airway epithelium is a potential cure for cystic fibrosis lung disease .
89605402,Insulin replacement,Insulin Dependent Diabetes Mellitus,0,1,10,13,Insulin replacement by injection is clearly not a cure for Insulin Dependent Diabetes Mellitus ( IDDM ) .
89662780,HSCT,sickle cell anemia,6,6,14,16,Allogeneic hematopoietic stem cell transplantation ( HSCT ) is the only available cure for sickle cell anemia ( SCA ) .
90664702,P/K transplantation,renal failure,5,6,12,13,"It must be emphasized that P/K transplantation is not a cure for renal failure and diabetes , rather , it is a treatment option ."
92442609,TMR,atherosclerotic heart disease,6,6,17,19,"Like angioplasty and coronary bypass , TMR is in fact a palliative rather than a cure for atherosclerotic heart disease ."
93690519,Mesenchymal stem cell (MSC)‑mediated repair of injured alveolar epithelial cells,acute respiratory distress syndrome,0,9,16,19,"Mesenchymal stem cell (MSC)‑mediated repair of injured alveolar epithelial cells is a promising potential cure for acute respiratory distress syndrome ( ARDS ) ; however , the repairing effect of MSCs is limited by poor homing and differentiation ."
94493796,chemoradiotherapy,local recurrence of gastric cancer,4,4,10,14,It is thought that chemoradiotherapy is an effective cure for local recurrence of gastric cancer .
95323137,Liver transplantation,end stage,0,1,7,8,Liver transplantation is the only cure for end stage liver diseases .
97632153,Pancreatic islet transplantation,selected type-1 diabetic patients,0,2,8,11,Pancreatic islet transplantation is a valid cure for selected type-1 diabetic patients .
98243131,Communication,Human Error,1,1,5,6,Is Communication the Cure for Human Error ? CABG as a Testing Ground .
104704775,liver transplants,end-stage liver disease,5,6,13,15,"Despite its numerous limitations , liver transplants are the only definite cure for end-stage liver disease ."
105412813,Liver transplantation,many liver diseases,0,1,9,11,Liver transplantation ( LT ) is a cure for many liver diseases .
105412813,LT,many liver diseases,3,3,9,11,Liver transplantation ( LT ) is a cure for many liver diseases .
105957207,radiofrequency ablation,verapamil-sensitive VT,6,7,15,16,"With a low recurrence rate , radiofrequency ablation is a safe and efficacious cure for verapamil-sensitive VT ."
108431855,Surgical resection of the epileptogenic zone,refractory focal epilepsy,0,5,15,17,Surgical resection of the epileptogenic zone ( EZ ) is a potential cure for medically refractory focal epilepsy .
108431855,EZ,refractory focal epilepsy,7,7,15,17,Surgical resection of the epileptogenic zone ( EZ ) is a potential cure for medically refractory focal epilepsy .
109322792,Ginseng,an impressively large range of ailments,0,0,18,23,Ginseng is one of the world 's most important herbals used as an adaptogen and a cure for an impressively large range of ailments .
112023492,Human globin gene therapy,sickle cell disease,0,3,9,11,Human globin gene therapy is a potential cure for sickle cell disease and beta-thalassemia ( Cooley anemia ) .
112343485,Surgical resection,growing,0,1,8,8,"Surgical resection is the only known cure for growing teratoma syndrome but in the brain , complete resection may be impossible ."
113569873,surgery,many solid tumours,2,2,9,11,"Traditionally , surgery has been the only cure for many solid tumours ."
116290666,Hematopoietic stem cell transplantation,hematologic malignancies,0,3,13,14,Hematopoietic stem cell transplantation ( HSCT ) is the most effective cure for hematologic malignancies .
116290666,HSCT,hematologic malignancies,5,5,13,14,Hematopoietic stem cell transplantation ( HSCT ) is the most effective cure for hematologic malignancies .
116381672,penicillin,my chronic lumbar back pain,2,2,6,10,[ Was penicillin the cure for my chronic lumbar back pain ? ] .
116638771,Margin-negative resection,pancreatic cancer,0,1,7,8,Margin-negative resection is the only cure for pancreatic cancer .
126520662,Radiotherapy,local advanced non-small cell lung cancer,0,0,6,11,Radiotherapy is a powerful cure for local advanced non-small cell lung cancer .
126678095,Percutaneous cryoablation,hepatocellular carcinoma,0,1,7,8,Percutaneous cryoablation is a potential cure for hepatocellular carcinoma ( HCC ) .
128026606,Regular physical activity,non-communicable diseases,0,2,15,16,Regular physical activity ( PA ) is both a preventive measure and a cure for non-communicable diseases ( NCDs ) [ ... ] .
128026606,PA,non-communicable diseases,4,4,15,16,Regular physical activity ( PA ) is both a preventive measure and a cure for non-communicable diseases ( NCDs ) [ ... ] .
130701454,Liver replacement,methylmalonic acidopathy,0,1,7,8,Liver replacement is not a cure for methylmalonic acidopathy .
131354557,Hematopoietic stem cell transplantation,chronic myeloid leukemia,0,3,13,15,"Hematopoietic stem cell transplantation ( SCT ) is the only proven cure for chronic myeloid leukemia ( CML ) , a rare disease in childhood ."
131354557,SCT,chronic myeloid leukemia,5,5,13,15,"Hematopoietic stem cell transplantation ( SCT ) is the only proven cure for chronic myeloid leukemia ( CML ) , a rare disease in childhood ."
136327707,Surface electromyography-assisted pelvic floor muscle rehabilitation,dysesthetic vulvodynia,0,5,13,14,Surface electromyography-assisted pelvic floor muscle rehabilitation is an effective and long-term cure for dysesthetic vulvodynia .
137825739,Hematopoietic stem cell ( HSC ) transplantation,various hematological diseases,0,6,12,14,"Hematopoietic stem cell ( HSC ) transplantation remains the only cure for various hematological diseases , but low HSC numbers in many donor samples are a critical problem preventing their clinical use ."
139217343,Parathyroidectomy,primary hyperparathyroidism,0,0,7,8,Parathyroidectomy is the only definitive cure for primary hyperparathyroidism ( PHPT ) .
139977500,liver transplant,advanced liver disease,23,24,30,32,"While much has been discovered in the past three decades , insights into fibrotic mechanisms have not yet lead to effective therapies ; liver transplant remains the only cure for advanced liver disease ."
143452709,Allergen immunotherapy,immunoglobulin E mediated type I respiratory allergies,0,1,7,13,Allergen immunotherapy is the only cure for immunoglobulin E mediated type I respiratory allergies .
150113526,Transplantation,decompensated cirrhosis,0,0,6,7,Transplantation is the only cure for decompensated cirrhosis .
150146859,Haematopoietic stem cell transplantation,many haematological neoplasms,0,3,12,14,"Haematopoietic stem cell transplantation ( HSCT ) remains the only cure for many haematological neoplasms ; however , the mortality rate remains high , at around 30 - 80 % ."
150146859,HSCT,many haematological neoplasms,5,5,12,14,"Haematopoietic stem cell transplantation ( HSCT ) remains the only cure for many haematological neoplasms ; however , the mortality rate remains high , at around 30 - 80 % ."
150884516,renal denervation,drug-resistant disease,3,4,8,9,Hypertension : Is renal denervation a cure for drug-resistant disease ?
152162663,radical surgery,nonmetastatic diseases,1,2,8,9,"With radical surgery being the standard cure for nonmetastatic diseases , pancreaticoduodenectomy ( PD ) is the best choice when the tumor is localized in the head of the pancreas , or in the lower portion of the common bile duct ."
156220227,calcium,dilated cardiomyopathy,1,1,7,8,Is calcium the ' cure ' for dilated cardiomyopathy ?
160287967,EO,human hypertrophic scar,0,0,7,9,EO could be an effective cure for human hypertrophic scar .
161728107,Allogeneic bone marrow transplantation,many primary immune deficiency disorders,0,3,12,16,"Allogeneic bone marrow transplantation ( alloBMT ) is the only cure for many primary immune deficiency disorders ( PIDD ) , primary immune regulatory disorders ( PIRD ) , and inherited bone marrow failure syndromes ( IBMFS ) ."
161728107,alloBMT,many primary immune deficiency disorders,5,5,12,16,"Allogeneic bone marrow transplantation ( alloBMT ) is the only cure for many primary immune deficiency disorders ( PIDD ) , primary immune regulatory disorders ( PIRD ) , and inherited bone marrow failure syndromes ( IBMFS ) ."
161728107,Allogeneic bone marrow transplantation,primary immune regulatory disorders,0,3,21,24,"Allogeneic bone marrow transplantation ( alloBMT ) is the only cure for many primary immune deficiency disorders ( PIDD ) , primary immune regulatory disorders ( PIRD ) , and inherited bone marrow failure syndromes ( IBMFS ) ."
161728107,alloBMT,primary immune regulatory disorders,5,5,21,24,"Allogeneic bone marrow transplantation ( alloBMT ) is the only cure for many primary immune deficiency disorders ( PIDD ) , primary immune regulatory disorders ( PIRD ) , and inherited bone marrow failure syndromes ( IBMFS ) ."
170116593,The most effective and consolidated cell therapy approach,several patients with high-risk hematological malignancies,0,7,22,27,"The most effective and consolidated cell therapy approach is allogeneic hematopoietic stem cell transplantation ( HSCT ) , the only cure for several patients with high-risk hematological malignancies ."
171522016,Mild translation inhibition,conformational disorders,1,3,9,10,• Mild translation inhibition is a promising cure for conformational disorders .
171804081,surgical removal,pancreatic cancer,1,2,8,9,"Since surgical removal remains the only cure for pancreatic cancer , early detection is of utmost importance ."
175700481,ASCT,many inherited disorders,6,6,13,15,Allogeneic hematopoietic stem cell transplantation ( ASCT ) is a possible cure for many inherited disorders .
177566748,Hepatic resection,intrahepatic cholangiocellular carcinoma,0,1,7,9,Hepatic resection is the only cure for intrahepatic cholangiocellular carcinoma ( ICC ) .
179048709,allo-SCT,many hematological malignancies,5,5,12,14,Allogeneic hematopoietic stem-cell transplant ( allo-SCT ) remains the only cure for many hematological malignancies and some benign and congenital diseases .
179048709,allo-SCT,some benign and congenital diseases,5,5,16,20,Allogeneic hematopoietic stem-cell transplant ( allo-SCT ) remains the only cure for many hematological malignancies and some benign and congenital diseases .
179598577,these devices,lumbar spinal stenosis,1,2,9,11,"If these devices are effectively a miracle cure for lumbar spinal stenosis , why do the utilization and implantation of IPD remain extremely controversial and should they be investigated further ?"
182179566,antibiotics,many diseases,34,34,39,40,"In China , antibiotics are prescribed frequently , not only for bacterial infections but also for viruses , including the common cold , as well as other illnesses.12 Chinese people tend to believe that antibiotics are a cure for many diseases from skin infections to life-threatening lung ailments ; and antibiotics are their first choice when they think about buying medication.3 Antibiotic abuse is particularly severe in small- and medium-sized towns and rural areas where doctors are not as well educated as in the large cities ."
185937185,resveratrol,oxidative damage to nanomaterials,33,33,41,44,"Results suggest that Nano-CdS can cause oxidative damages to liver tissues in mice , in which process that the Sirt1 and FoxO1 genes may participate , and the damage can be reversed by resveratrol which may be a potential cure for oxidative damage to nanomaterials ."
186891352,Transplantation,end-stage organ failure,0,0,6,8,"Transplantation is the only cure for end-stage organ failure , but without immunosuppression , T cells rapidly reject allografts ."
190476526,Radical pancreaticoduodenectomy,pancreatic head adenocarcinoma,0,1,8,10,"Radical pancreaticoduodenectomy is the only possible cure for pancreatic head adenocarcinoma , and although several RCT studies have suggested the extent of lymph node dissection , this issue remains controversial ."
190989825,Transplantation,end-stage organ failure,0,0,5,7,"Transplantation is a cure for end-stage organ failure but , in the absence of pharmacological immunosuppression , allogeneic organs are acutely rejected ."
191174447,the elimination of cow 's milk protein,infantile colic,15,21,26,27,Interventional studies on a population level are required in order to clarify to what extent the elimination of cow 's milk protein is a cure for infantile colic .
191789008,The convergent strabismus,the abnormal retinal projections,0,2,13,16,The convergent strabismus which Siamese cats commonly exhibit may be a cure for the abnormal retinal projections rather than a disease .
199453313,Transplantation,end-stage organ failure,0,0,6,8,Transplantation is the only cure for end-stage organ failure .
202008765,Hematopoietic stem cell transplantation,life-threatening diseases,0,3,12,13,"Hematopoietic stem cell transplantation is a potential cure for a range of life-threatening diseases , but is also associated with a high mortality rate ."
204787911,Hematopoietic cell transplantation,certain hematologic malignancies,0,2,11,13,Hematopoietic cell transplantation ( HCT ) is a potential cure for certain hematologic malignancies .
204787911,HCT,certain hematologic malignancies,4,4,11,13,Hematopoietic cell transplantation ( HCT ) is a potential cure for certain hematologic malignancies .
211459483,Radiofrequency ( RF ) catheter ablation,many forms of supraventricular tachycardia,0,5,13,17,Radiofrequency ( RF ) catheter ablation is a safe and effective cure for many forms of supraventricular tachycardia .
213088304,Gene transfer therapy,retinal dystrophies,0,2,9,10,"Gene transfer therapy is the most promising cure for retinal dystrophies and has primarily been applied for recessive null conditions via a viral gene expression vector transferring a cDNA encoding an enzyme or channel protein , and targeting expression to one cell type ."
215461022,HLA-matched bone marrow transplantation,nonmalignant hematological disorders,0,3,11,13,"HLA-matched bone marrow transplantation ( BMT ) is a cure for nonmalignant hematological disorders ; however , rejection rates are high and correlate with the number of antecedent transfusions ."
215461022,BMT,nonmalignant hematological disorders,5,5,11,13,"HLA-matched bone marrow transplantation ( BMT ) is a cure for nonmalignant hematological disorders ; however , rejection rates are high and correlate with the number of antecedent transfusions ."
216729848,Laser depilation,pilonidal disease,0,1,13,14,Laser depilation in the natal cleft is by no means a cure for pilonidal disease .
219844707,transplantation,end-stage organ disease,4,4,10,12,The article discusses how transplantation is not a cure for end-stage organ disease but an alternative form of treatment with both potential medical and psychosocial problems .
220270465,Bone marrow transplantation,inherited,0,2,15,15,Bone marrow transplantation ( BMT ) is the only known cure for a variety of inherited diseases and requires the administration of high doses of immunosuppressive and myeloablative therapy .
220270465,BMT,inherited,4,4,15,15,Bone marrow transplantation ( BMT ) is the only known cure for a variety of inherited diseases and requires the administration of high doses of immunosuppressive and myeloablative therapy .
222232435,this breakthrough combination therapy,the vast majority of patients with CF,5,8,15,21,"The question remains : Is this breakthrough combination therapy the "" magic-bullet "" cure for the vast majority of patients with CF ?"
222398478,HSCT,marrow failure,6,6,13,14,Allogeneic hematopoietic stem cell transplantation ( HSCT ) is the only cure for marrow failure associated with dyskeratosis congenita ( DC ) .
223984843,Empathy,dysfunctional shame,0,0,6,7,"Empathy should be a cure for dysfunctional shame , at the individual or social level ."
226785562,oligodendrocyte progenitor cells transplantation therapy,such symptoms,1,5,11,12,"Although oligodendrocyte progenitor cells transplantation therapy is an effective cure for such symptoms , there is no readily available source of these cells ."
228762470,LDLT,classical MSUD,0,0,8,9,LDLT from non-heterozygous donors is a cure for classical MSUD .
234653332,Hematopoietic cell transplant,hematologic and oncologic diseases,0,2,14,17,Hematopoietic cell transplant ( HCT ) is the only cure for a variety of hematologic and oncologic diseases .
234653332,HCT,hematologic and oncologic diseases,4,4,14,17,Hematopoietic cell transplant ( HCT ) is the only cure for a variety of hematologic and oncologic diseases .
236758563,Radiotherapy,several types of solid tumours,0,0,6,10,"Radiotherapy is a powerful cure for several types of solid tumours , but its application is often limited because of severe side effects in individual patients ."
238052072,Liver transplant,hepatic malignancy,0,1,10,11,Liver transplant is a potential cure for liver failure and hepatic malignancy but there are many techniques which have been described for vascular reconstruction .
243559947,Allogeneic cellular gene therapy,congenital hemoglobinopathies,0,3,15,16,Allogeneic cellular gene therapy through hematopoietic stem cell transplantation is the only radical cure for congenital hemoglobinopathies like thalassemia and sickle cell anemia .
247364509,liver transplantation,hepatocellular cancer,2,3,9,10,"Currently , liver transplantation is the optimal cure for hepatocellular cancer ( HCC ) limited to the liver ."
253816933,the vagus nerve,this neurovascular compression syndrome,3,5,15,18,Microvascular decompression of the vagus nerve has been demonstrated to be a potential cure for this neurovascular compression syndrome .
256198590,Hematopoietic stem cell ( HSC ) transplantation,hematological malignancies,0,6,13,14,Hematopoietic stem cell ( HSC ) transplantation can be a potential cure for hematological malignancies and some nonhematologic diseases .
256198590,Hematopoietic stem cell ( HSC ) transplantation,some nonhematologic diseases,0,6,16,18,Hematopoietic stem cell ( HSC ) transplantation can be a potential cure for hematological malignancies and some nonhematologic diseases .
256309431,allogeneic hematopoietic stem cell transplantation,many inborn errors of metabolism,10,14,1,5,"For many inborn errors of metabolism ( IEM ) , allogeneic hematopoietic stem cell transplantation ( HSCT ) is the only cure ."
256309431,HSCT,many inborn errors of metabolism,16,16,1,5,"For many inborn errors of metabolism ( IEM ) , allogeneic hematopoietic stem cell transplantation ( HSCT ) is the only cure ."
259325363,the artificial anal sphincter system,human anal incontinence problems,4,8,14,17,In vitro experiments demonstrate the artificial anal sphincter system is a good cure for human anal incontinence problems .
259838682,transplantation,endothelial diseases,3,3,10,11,"At this point transplantation is the only possible cure for endothelial diseases , such as Fuchs endothelial dystrophy ."
259858876,Hematopoietic stem cell transplantation,many hematological diseases,0,3,12,14,Hematopoietic stem cell transplantation ( HSCT ) is a definite cure for many hematological diseases .
259858876,HSCT,many hematological diseases,5,5,12,14,Hematopoietic stem cell transplantation ( HSCT ) is a definite cure for many hematological diseases .
259917572,dentists,periods that are too short,6,6,11,15,"However , surveys have shown that dentists tend to cure for periods that are too short ."
260854676,Transplantation,end-stage organ failure,0,0,6,8,Transplantation is the only cure for end-stage organ failure .
267883772,Early treatment,periampullary cancer,0,1,8,9,Early treatment is the only potential cure for periampullary cancer .
274820514,Induced antitumor immunity,metastatic tumors,0,2,15,16,"Induced antitumor immunity is a highly effective and long-term cure for cancer , particularly for metastatic tumors ."
275143137,Living donor liver transplantation,fulminant hepatitis,0,3,12,13,Living donor liver transplantation ( LDLT ) is the ultimate cure for fulminant hepatitis .
275143137,LDLT,fulminant hepatitis,5,5,12,13,Living donor liver transplantation ( LDLT ) is the ultimate cure for fulminant hepatitis .
276690479,allo-HSCT,paroxysmal nocturnal hemoglobinuria,6,6,14,16,"Allogeneic hematopoietic stem cell transplantation ( allo-HSCT ) is the sole potential cure for paroxysmal nocturnal hemoglobinuria ( PNH ) ; however , the data on its utility in PNH are limited ."
277339854,Reproductive technologies,social problems,0,1,7,8,Reproductive technologies are not the cure for social problems .
277436619,Mitochondrial transfer,many diseases,9,10,16,17,Mitochondrial transplantation-a possible therapeutic for mitochondrial dysfunction ? : Mitochondrial transfer is a potential cure for many diseases but proof of efficacy and safety is still lacking .
278028322,nucleolysis,herniated,9,9,18,18,"If correct indications and rigorous technique are applied , nucleolysis with chymopapain can be an effective cure for herniated nucleus pulposus in patients who do not respond to adequate medical treatment ."
281719784,CURE,acute coronary syndromes,1,1,5,7,Is CURE a cure for acute coronary syndromes ? Statistical versus clinical significance .
286292828,Hematopoietic stem cell transplantation,the hematopoietic manifestations of FA,0,3,10,14,Hematopoietic stem cell transplantation is the only proven cure for the hematopoietic manifestations of FA and aggressive lifelong surveillance for solid tumors is essential .
286716409,CHM,a broad range of mental illnesses,0,0,10,15,"CHM is an efficient , safe and affordable cure for a broad range of mental illnesses ."
287214689,Orthotopic liver transplantation,end-stage liver failure,0,2,9,11,Orthotopic liver transplantation remains the only proven cure for end-stage liver failure .
290970998,Surgery,neuroendocrine tumors,0,0,6,7,"Surgery is the only cure for neuroendocrine tumors ( NETs ) , with R0 resection being critical for successful tumor removal ."
291370252,Islet transplantation,diabetic patients,0,1,7,8,"Islet transplantation is a potential cure for diabetic patients , however this procedure is not widely adopted due to the high rate of graft failure ."
293227955,Ablation of the slow pathway,atrioventricular nodal reentrant tachycardia,0,4,10,13,Ablation of the slow pathway is an established cure for atrioventricular nodal reentrant tachycardia ( AVNRT ) .
293752498,lung transplantation,this deadly disease,11,12,18,20,"Pulmonary vasodilators offer only limited haemodynamic and exertional benefits , and lung transplantation remains the only cure for this deadly disease ."
299175440,Tizanidine,chronic daily headache,0,0,6,8,Tizanidine is not a cure for chronic daily headache .
299875898,melatonin,sleepless nights,1,1,6,7,Could melatonin be the cure for sleepless nights ?
