sentence_id,treatment,medical,treatment_first_index,treatment_last_index,medical_first_index,medical_last_index,sentence_text
3915653,EXEL-8232,extramedullary hematopoiesis,0,0,11,12,"EXEL-8232 , a small-molecule JAK2 inhibitor , effectively treats thrombocytosis and extramedullary hematopoiesis in a murine model of myeloproliferative neoplasm induced by MPLW515L ."
3915653,a small-molecule JAK2 inhibitor,extramedullary hematopoiesis,2,5,11,12,"EXEL-8232 , a small-molecule JAK2 inhibitor , effectively treats thrombocytosis and extramedullary hematopoiesis in a murine model of myeloproliferative neoplasm induced by MPLW515L ."
4750069,HSH,violent men,12,12,17,18,To analyze antipsychotic prescribing patterns in a UK high security hospital ( HSH ) that treats seriously violent men with either schizophrenia or personality disorder and examine how different groups consented to treatment and prescribing for metabolic conditions .
4750069,a UK high security hospital,violent men,6,10,17,18,To analyze antipsychotic prescribing patterns in a UK high security hospital ( HSH ) that treats seriously violent men with either schizophrenia or personality disorder and examine how different groups consented to treatment and prescribing for metabolic conditions .
5302997,a methodology,discrete protein domains,1,2,5,7,"Using a methodology that treats discrete protein domains as binding sites for specific domains of interacting proteins , we have cataloged the protein interaction networks for 11 528 cancer fusions ( ChiTaRS-3.1 ) ."
5370772,DWEK,select patients with mild to moderate Fuchs dystrophy,0,0,3,10,"DWEK effectively treats select patients with mild to moderate Fuchs dystrophy with equivalent visual outcomes compared with the current standard of care , DMEK ."
5410248,an emergency department,otolaryngologic diseases,10,12,18,19,An epidemiologic analysis is presented of the utilization patterns of an emergency department ( ED ) that treats otolaryngologic diseases .
5410248,ED,otolaryngologic diseases,14,14,18,19,An epidemiologic analysis is presented of the utilization patterns of an emergency department ( ED ) that treats otolaryngologic diseases .
5621341,the Deming-Lybanon algorithm,multiple uncertain variables,25,27,29,31,"The actual estimates of a and b and their standard errors vary somewhat with the choice of fit model , with one important exception : the Deming-Lybanon algorithm treats multiple uncertain variables equivalently and returns a single set of parameters and standard errors independent of the manner in which the fit model is expressed ."
5684783,a mean-field approach,the local areas,8,10,13,15,"We derive scaling forms for these divergences from a mean-field approach that treats the local areas as noninteracting entities , and demonstrate that these results agree remarkably well with numerical simulations ."
6155135,a method,those extensively bald patients,2,3,7,10,To demonstrate a method that effectively treats those extensively bald patients who wish to forgo any type of alopecia-reducing procedure posteriorly .
6480018,Home exercise therapy,pre-radiographic knee OA,0,2,12,14,Home exercise therapy to improve muscle strength and joint flexibility effectively treats pre-radiographic knee OA in community-dwelling elderly : a randomized controlled trial .
6480018,Home exercise therapy,a randomized controlled trial,0,2,19,22,Home exercise therapy to improve muscle strength and joint flexibility effectively treats pre-radiographic knee OA in community-dwelling elderly : a randomized controlled trial .
6595322,the psychotherapist,these often very ill patients,26,27,30,34,"This report raises questions about the relevance of the psychoanalytic theory and method with migrant war victims , and addresses the issue of personal limits of the psychotherapist who treats these often very ill patients ."
7452692,The pulsed dye laser,capillary hemangiomas,0,3,17,18,"The pulsed dye laser ( 585 nm , 0,3 - 0,45 ms ) treats nevi flammei , capillary hemangiomas , telangiectasias , xanthelasma , hypertrophic scarring , and adenoma sebaceum ."
7452692,The pulsed dye laser,hypertrophic scarring,0,3,24,25,"The pulsed dye laser ( 585 nm , 0,3 - 0,45 ms ) treats nevi flammei , capillary hemangiomas , telangiectasias , xanthelasma , hypertrophic scarring , and adenoma sebaceum ."
7548011,CNA,TBI-induced memory deficits,3,3,6,8,The application of CNA effectively treats TBI-induced memory deficits by increasing miR-455 - 3p and by inhibiting HDAC2 .
7624503,The primary care physician,young children,0,3,6,7,"The primary care physician who treats young children is the critical health-care provider in the diagnosis of otitis media , initial treatment , and timely referral when appropriate ."
7808034,the free energy functional-that,future observations,2,5,8,9,When using the free energy functional-that effectively treats future observations as hidden states-we show that policies are inferred or selected that realise prior preferences by minimising the free energy of future expectations .
7825991,This analysis,the recent introduction of methadone treatment,0,1,3,8,This analysis treats the recent introduction of methadone treatment in Kenya as a case of ' evidence-making intervention ' .
7926421,Active disturbance rejection control,the external disturbances,0,3,14,16,Active disturbance rejection control ( ADRC ) treats all the model uncertainties and all the external disturbances as a generalized disturbance .
7926421,ADRC,the external disturbances,5,5,14,16,Active disturbance rejection control ( ADRC ) treats all the model uncertainties and all the external disturbances as a generalized disturbance .
8197283,The first four-dimensional model,the rotational motion of the molecule,0,3,6,11,The first four-dimensional model treats explicitly the rotational motion of the molecule and the H(2 ) dissociation is studied above two different sites of the Pt(111 ) .
8579080,A model,the capillary wall,0,1,4,6,"A model that treats the capillary wall as a barrier containing uniform cylindrical pores , and permeating solutes as hard spheres , is shown to be successful in describing the size-selectivity of the glomerulus ."
8618475,dynamic p-type doping ( DPD ) region,the quasi Fermi level,9,15,18,21,"The simulation reveals the ( i ) formation of dynamic p-type doping ( DPD ) region which treats the quasi Fermi level at the organic/electrode interface , and ( ii ) formation of dynamic dipole layer ( DDL ) and the associated electric field at the organic/organic interface which accelerates the ejection of the carriers and their transference to the successive layer ."
8652989,a hospital,colorectal perforation,18,19,27,28,Our data suggest that patients with colorectal perforation should choose to be treated at a specialized hospital or a hospital that treats five or more cases of colorectal perforation per year .
8847117,a global model,the spin-orbit interaction,52,54,68,70,"The energies of vibrational levels , measured presently and in a previous investigation ( Rupper et al. , J. Chem . Phys . 121 , 8279 ( 2004 ) ) , were used to determine the potential energy functions of the six low-lying electronic states of Xe(2 ) ( + ) using a global model that includes the long-range interaction and treats , for the first time , the spin-orbit interaction as dependent on the internuclear separation ."
8946309,Subfascial endoscopic perforator surgery,incompetent perforators,0,3,5,6,Subfascial endoscopic perforator surgery treats incompetent perforators in a minimally invasive fashion with significant improvement in wound healing and reduction in ulcer recurrence rates .
9502026,SL-FIML,the whole scale,17,17,22,24,"Another approach researchers use to deal with item-level missing data is scale-level full information maximum likelihood ( SL-FIML ) , which treats the whole scale as missing if any item is missing ."
9751643,a corticosteroid,underlying,2,3,7,7,Budesonide is a corticosteroid that treats the underlying airway inflammation in asthma ; formoterol is a fast and long-acting beta 2-agonist that prevents and reverses airway obstruction .
9774328,Uniform Commercial Code,faxed,4,6,8,8,Materials managers question how Uniform Commercial Code treats faxed purchase orders .
9997945,a Bayesian probabilistic model,aligned,7,10,13,13,"These binding site configurations are scored by a Bayesian probabilistic model that treats aligned sequences by a model for the evolution of binding sites and "" background "" intergenic DNA ."
10057058,The simplest model of a porous medium,the porous body,0,6,8,10,The simplest model of a porous medium treats the porous body as an equivalent uniform capillary giving rise to the same capillary pressure .
10509912,PCA,acute myocardial infarction,20,20,23,25,"Recent studies show that the Agkistrodon acutus ( Viperidae ) ( syn . Deinagkistrodon acutus ) protein C activator ( PCA ) treats acute myocardial infarction and ischaemia-reperfusion animal models effectively , while the underlying mechanism remains unknown ."
10509912,the Agkistrodon acutus ( Viperidae ) ( syn . Deinagkistrodon acutus ) protein C activator,acute myocardial infarction,4,18,23,25,"Recent studies show that the Agkistrodon acutus ( Viperidae ) ( syn . Deinagkistrodon acutus ) protein C activator ( PCA ) treats acute myocardial infarction and ischaemia-reperfusion animal models effectively , while the underlying mechanism remains unknown ."
11206666,Pelvic floor muscle training,female stress urinary incontinence,0,3,6,9,Pelvic floor muscle training effectively treats female stress urinary incontinence .
11224203,The PWT technique,the internal mammary chain,0,2,4,7,"The PWT technique treats the internal mammary chain with acceptable toxicity to major organs , especially the heart , and with reasonable dose homogeneity in patients with mastectomy or intact breasts ."
11244911,the clinician,small animals,4,5,8,9,"Many problems arise for the clinician who treats small animals who has , before this time , radiographed the skull of dogs and cats solely for the purpose of assessing neoplastic , infectious , or traumatic disease of the mandible , maxilla , or calvarium and now desires to perform dental radiography ."
11324679,caring constitutivism,the human function,11,12,20,22,"Finally , I discuss possible clinical implications under the auspices of caring constitutivism , which treats Aristotle 's account of the human function as a basis from which ideals of rationality and recovery can be empathetically developed ."
11698492,a catabolic gene pool,the lower pathway compounds,2,5,8,11,Supplementation of a catabolic gene pool that treats the lower pathway compounds and alkanes will improve the overall efficiency .
11935627,LVMR,rectal prolapse,0,0,2,3,"LVMR treats rectal prolapse effectively , providing good symptomatic relief with minimal morbidity ."
11969947,an MCMC algorithm,the true response patterns,9,11,14,17,We fitted a Bayesian discrete time survival model using an MCMC algorithm that treats the true response patterns as unknown parameters in the model .
11971431,Nurse-led service,older people,0,1,3,4,Nurse-led service treats older people at home .
12216303,Intrathecal or epidural injection of alpha2-adrenergic agonists,acute nociceptive and chronic neuropathic pain,0,6,20,25,"Intrathecal or epidural injection of alpha2-adrenergic agonists produces potent antinociceptive effects , alters spinal neurotransmitter release , and effectively treats acute nociceptive and chronic neuropathic pain ."
12304103,Hospital,urban decay,0,0,2,3,Hospital treats urban decay .
12879580,The model,active species,0,1,14,15,"The model treats the initial energy deposition by radiation , the formation of chemically active species , subsequent diffusion-controlled chemical reactions , and induction of DNA strand breaks ."
12879580,The model,subsequent diffusion-controlled chemical reactions,0,1,17,20,"The model treats the initial energy deposition by radiation , the formation of chemically active species , subsequent diffusion-controlled chemical reactions , and induction of DNA strand breaks ."
12879580,The model,the initial energy deposition,0,1,3,6,"The model treats the initial energy deposition by radiation , the formation of chemically active species , subsequent diffusion-controlled chemical reactions , and induction of DNA strand breaks ."
13089433,This method,the non-stationary EEG,0,1,9,11,"This method , termed structural EEG analysis , treats the non-stationary EEG as a sequence of a finite number of short elementary patterns ."
13295013,New Drug,Painful Sexual Intercourse,0,1,3,5,New Drug Treats Painful Sexual Intercourse in Postmenopausal Women .
13735092,The device,atrial tachyarrhythmias,0,1,11,12,"The device , used in combination with drugs , effectively treats atrial tachyarrhythmias with pacing and/or shock therapies and decreases the median episode duration ."
13842288,the surgeon,occasional injuries,23,24,28,29,The purpose is to reduce complications and missed injuries and it applies equally well to the surgeon whose practice is extensive or to the surgeon who treats only occasional injuries .
14003682,This plant,therapeutic procedures,0,1,10,11,"This plant treats that illness ? The hot-cold system and therapeutic procedures mediate medicinal plant use in San Miguel Tulancingo , Oaxaca , Mexico ."
14003682,This plant,The hot-cold system,0,1,6,8,"This plant treats that illness ? The hot-cold system and therapeutic procedures mediate medicinal plant use in San Miguel Tulancingo , Oaxaca , Mexico ."
14245749,Tonsil Somnoplasty,obstructive symptoms of tonsillar hypertrophy,11,12,16,20,Initial evaluation has shown that temperature-controlled radiofrequency submucosal tonsil reduction ( Tonsil Somnoplasty ) effectively treats obstructive symptoms of tonsillar hypertrophy with minimal associated discomfort and rapid return to normal activity and diet .
14245749,temperature-controlled radiofrequency submucosal tonsil reduction,obstructive symptoms of tonsillar hypertrophy,5,9,16,20,Initial evaluation has shown that temperature-controlled radiofrequency submucosal tonsil reduction ( Tonsil Somnoplasty ) effectively treats obstructive symptoms of tonsillar hypertrophy with minimal associated discomfort and rapid return to normal activity and diet .
14280515,TAVI,"a "" new , "" generally high risk , patient population",8,8,14,24,"However , despite presently high unit cost , TAVI is less invasive , treats a "" new , "" generally high risk , patient population , and is generally done by a multidisciplinary integrated heart team ."
14301117,Riluzole,psychotic symptoms,0,0,3,4,Riluzole effectively treats psychotic symptoms and improves cognition in 22q11.2 deletion syndrome : A clinical case .
14314517,a model,the electrophoretic and hydrodynamic forces,6,7,10,14,Our results are described quantitatively by a model that treats the electrophoretic and hydrodynamic forces .
14487355,Time-to-first-event analysis,the composite endpoint,0,1,6,8,Time-to-first-event analysis treats all components of the composite endpoint as having equal severity and is heavily influenced by short-term components .
14606902,Systemic administration of a bispecific antibody,intracerebral glioma,0,5,10,11,Systemic administration of a bispecific antibody targeting EGFRvIII successfully treats intracerebral glioma .
14950030,Hybrid coronary revascularization,multivessel coronary artery disease,0,2,7,10,Hybrid coronary revascularization ( HCR ) treats multivessel coronary artery disease by combining a minimally invasive surgical approach to the left anterior descending artery with percutaneous coronary intervention for non-left anterior descending diseased coronary arteries .
14950030,HCR,multivessel coronary artery disease,4,4,7,10,Hybrid coronary revascularization ( HCR ) treats multivessel coronary artery disease by combining a minimally invasive surgical approach to the left anterior descending artery with percutaneous coronary intervention for non-left anterior descending diseased coronary arteries .
15155109,the spine surgeon,complex spinal deformities,16,18,21,23,"To our knowledge no mention has been previously made of this extremely rare complication , but the spine surgeon who treats complex spinal deformities in early childhood with braces should be aware of this potential complication , particularly if they are associated with rigid rotational kyphosis ."
15798153,Allogeneic hematopoietic cell transplantation,selected lysosomal disorders,0,3,14,16,"Allogeneic hematopoietic cell transplantation ( HCT ) effectively treats several non-malignant disorders such as selected lysosomal disorders , cerebral adrenoleukodystrophy and hemoglobinopathies ."
15798153,HCT,selected lysosomal disorders,5,5,14,16,"Allogeneic hematopoietic cell transplantation ( HCT ) effectively treats several non-malignant disorders such as selected lysosomal disorders , cerebral adrenoleukodystrophy and hemoglobinopathies ."
15798153,Allogeneic hematopoietic cell transplantation,cerebral adrenoleukodystrophy,0,3,18,19,"Allogeneic hematopoietic cell transplantation ( HCT ) effectively treats several non-malignant disorders such as selected lysosomal disorders , cerebral adrenoleukodystrophy and hemoglobinopathies ."
15798153,HCT,cerebral adrenoleukodystrophy,5,5,18,19,"Allogeneic hematopoietic cell transplantation ( HCT ) effectively treats several non-malignant disorders such as selected lysosomal disorders , cerebral adrenoleukodystrophy and hemoglobinopathies ."
15798153,Allogeneic hematopoietic cell transplantation,several non-malignant disorders,0,3,9,11,"Allogeneic hematopoietic cell transplantation ( HCT ) effectively treats several non-malignant disorders such as selected lysosomal disorders , cerebral adrenoleukodystrophy and hemoglobinopathies ."
15798153,HCT,several non-malignant disorders,5,5,9,11,"Allogeneic hematopoietic cell transplantation ( HCT ) effectively treats several non-malignant disorders such as selected lysosomal disorders , cerebral adrenoleukodystrophy and hemoglobinopathies ."
16029099,Repetitive transcranial magnetic stimulation,postpartum depression,0,3,5,6,Repetitive transcranial magnetic stimulation treats postpartum depression .
16507177,a microscopic model,electron-phonon interactions,16,18,21,22,"To characterize the crossover from bandlike transport to hopping transport in molecular crystals , we study a microscopic model that treats electron-phonon interactions explicitly ."
16540728,My paper,this discursive mixture of problems,0,1,9,13,"My paper treats 1 . ) the genealogy of this discursive mixture of problems , methods , and focuses on 2 . ) the rhetorical dimension of this entomological-sociological passage ."
16559003,a method,excitonic couplings,17,18,21,22,"Using an excitonic Hamiltonian for LH2 available in the literature , we simulate these signals numerically by a method that treats excitonic couplings and exciton-phonon couplings in a nonperturbative manner ."
16559003,a method,exciton-phonon couplings,17,18,24,25,"Using an excitonic Hamiltonian for LH2 available in the literature , we simulate these signals numerically by a method that treats excitonic couplings and exciton-phonon couplings in a nonperturbative manner ."
16560941,UFH,local inflammation,10,10,13,14,"Previous studies have indicated that inhalation of unfractionated heparin ( UFH ) treats local inflammation , mucus hypersecretion and lung injury , without systemic anticoagulation , and is safe ."
16560941,inhalation of unfractionated heparin,local inflammation,5,8,13,14,"Previous studies have indicated that inhalation of unfractionated heparin ( UFH ) treats local inflammation , mucus hypersecretion and lung injury , without systemic anticoagulation , and is safe ."
16617528,The facility,a large number of veterans,0,1,4,8,The facility annually treats a large number of veterans for a variety of psychiatric disorders .
17077519,electron crystallography,high-resolution transmission electron microscope ( HRTEM ) images of minute ( ca . 10(-18)g ) specimens,1,2,16,31,"Nowadays electron crystallography , which treats the digital data of electron diffraction ( ED ) and high-resolution transmission electron microscope ( HRTEM ) images of minute ( ca . 10(-18)g ) specimens in a quantitatively rigorous manner , solves hitherto unknown structures just as X-ray diffraction does with bulk single crystals ."
17077519,electron crystallography,the digital data of electron diffraction,1,2,6,11,"Nowadays electron crystallography , which treats the digital data of electron diffraction ( ED ) and high-resolution transmission electron microscope ( HRTEM ) images of minute ( ca . 10(-18)g ) specimens in a quantitatively rigorous manner , solves hitherto unknown structures just as X-ray diffraction does with bulk single crystals ."
17309664,Baricitinib,established GvHD,0,0,10,11,Baricitinib prevents GvHD by increasing Tregs via JAK3 and treats established GvHD by promoting intestinal tissue repair via EGFR .
17317377,LC-omegaPBE,ferro- and antiferromagnetic couplings,32,32,34,37,"Nevertheless , the performance of these two range-separated hybrid functionals is different : HSE overestimates antiferromagnetic and ferromagnetic interactions in Cu dinuclear complexes ( although significantly less than B3LYP ) , whereas LC-omegaPBE treats ferro- and antiferromagnetic couplings on a much more balanced way ."
17363618,Nitazoxanide,intestinal infestation,0,0,13,14,"Nitazoxanide , a nitrothiazolide , blocks anaerobic metabolism of eukaryocyes and effectively treats intestinal infestation due to Cryptosporidium or Giardia species ."
17363618,a nitrothiazolide,intestinal infestation,2,3,13,14,"Nitazoxanide , a nitrothiazolide , blocks anaerobic metabolism of eukaryocyes and effectively treats intestinal infestation due to Cryptosporidium or Giardia species ."
17365365,Tolevamer,mild to moderate C. difficile diarrhea,0,0,16,21,"Tolevamer , a novel polystyrene binder of C. difficile toxins A and B , effectively treats mild to moderate C. difficile diarrhea and merits further clinical development ."
17365365,a novel polystyrene binder of C. difficile toxins,mild to moderate C. difficile diarrhea,2,9,16,21,"Tolevamer , a novel polystyrene binder of C. difficile toxins A and B , effectively treats mild to moderate C. difficile diarrhea and merits further clinical development ."
17524974,the Dayak tribe,sick children,7,9,16,17,"Instead of seeking conventional health care , the Dayak tribe in Borneo , Indonesia , treats sick children at home with traditional medicine ."
17875325,This review,the tendon-to-bone insertion site,0,1,3,6,This review treats the tendon-to-bone insertion site as a tissue structure whose primary role is mechanical and discusses current and emerging strategies for engineering the tendon/ligament-to-bone insertion in this context .
18195195,a speech recognizer,the masked time-frequency units of target,11,13,16,21,Human perception in the presence of energetic masking is modeled using a speech recognizer that treats the masked time-frequency units of target as missing data .
18214110,A BROAD construal,agentive arguments of multi-participant and single-participant events,0,2,4,10,A BROAD construal treats agentive arguments of multi-participant and single-participant events as being similar .
18325754,Peripheral resection of the pancreas,segmental portal hypertension,0,4,13,15,"Peripheral resection of the pancreas with splenectomy treats not only the symptoms of segmental portal hypertension caused by pathology of this organ , but also allows the etiology of the disease to be determined ."
18403118,A general ray tracing algorithm,various refractive index distributions,0,4,10,13,"A general ray tracing algorithm for gradient-index media that treats various refractive index distributions in a unified manner has been developed by implementing the concept of isoindicial surfaces , position variables , and cubic splines ."
18408734,The arthroscopic Mumford procedure,acromioclavicular joint pathology,0,3,6,8,The arthroscopic Mumford procedure effectively treats acromioclavicular joint pathology .
19163189,Another model,conscious perception,0,1,3,4,"Another model treats conscious perception as a process of internalisation leading to the "" self "" as conscious observer ."
19738952,The burn surgery/acute care ward,acute wounds,0,4,19,20,"The burn surgery/acute care ward at the Harborview Medical Center , Seattle , Washington , primarily treats burns , acute wounds , and pediatric trauma patients , but also accepts overflow surgical and medical patients ."
19738952,The burn surgery/acute care ward,pediatric trauma patients,0,4,23,25,"The burn surgery/acute care ward at the Harborview Medical Center , Seattle , Washington , primarily treats burns , acute wounds , and pediatric trauma patients , but also accepts overflow surgical and medical patients ."
19782097,The hypothesis,conditioned inhibition,0,1,10,11,The hypothesis treats all associations as being excitatory and treats conditioned inhibition as the behavioral consequence of a CS that is less excitatory than its comparator stimuli .
19872332,An overview,fatty liver,3,4,27,28,"Areas covered : An overview is given of MSDC-0602 K , a new agent in development that modulates the MPC and as such treats the symptoms of fatty liver including dysfunctional lipid metabolism , inflammation , and insulin resistance as well as the key liver pathology including fibrosis ."
19872332,An overview,dysfunctional lipid metabolism,3,4,30,32,"Areas covered : An overview is given of MSDC-0602 K , a new agent in development that modulates the MPC and as such treats the symptoms of fatty liver including dysfunctional lipid metabolism , inflammation , and insulin resistance as well as the key liver pathology including fibrosis ."
19872332,An overview,the key liver pathology,3,4,42,45,"Areas covered : An overview is given of MSDC-0602 K , a new agent in development that modulates the MPC and as such treats the symptoms of fatty liver including dysfunctional lipid metabolism , inflammation , and insulin resistance as well as the key liver pathology including fibrosis ."
19970432,1.9 μm Thulium Laser,Ureteral Carcinoma,0,3,5,6,1.9 μm Thulium Laser Treats Ureteral Carcinoma via Rigid-ureteroscopy .
20064803,the calculation of a CoM,multiple maxima,2,6,12,13,"Critically , the calculation of a CoM , by design , treats multiple maxima as if they were noise ."
20358420,analytical derivatives of frequency-dependent electronic polarizabilities,off-resonant and resonant enhancement,11,16,21,24,"Raman scattering cross sections are computed using a formalism that employs analytical derivatives of frequency-dependent electronic polarizabilities , which treats both off-resonant and resonant enhancement within the same scheme ."
20507317,a variance component strategy,dichotomous outcomes,31,34,41,42,"Using simulation studies , we compared several strategies including generalized estimating equations ( GEE ) strategies with various working correlation structures , generalized linear mixed model ( GLMM ) , and a variance component strategy ( denoted LMEBIN ) that treats dichotomous outcomes as continuous with special attentions to their performance with rare variants , rare diseases , and small sample sizes ."
20702831,the multidisciplinary team,pelvic dysfunctions,16,18,21,22,"The midwife , as a professional intimately connected with women 's health care , works with the multidisciplinary team which treats pelvic dysfunctions ; therefore , they need to provide updated information about the different methods for improving perineal function , including VC , and providing advice on their use and management , and establishing individualized exercise programs and tracking information for each case ."
21320642,Inhibition of Pol I transcription,murine and human AML,0,4,6,9,Inhibition of Pol I transcription treats murine and human AML by targeting the leukemia-initiating cell population .
21320646,CX-5461,aggressive AML,17,17,21,22,"This study reveals that the selective inhibitor of RNA polymerase I ( Pol I ) transcription , CX-5461 , effectively treats aggressive AML , including mixed-lineage leukemia-driven AML , and outperforms standard chemotherapies ."
21320646,RNA polymerase I ( Pol I ) transcription,aggressive AML,8,15,21,22,"This study reveals that the selective inhibitor of RNA polymerase I ( Pol I ) transcription , CX-5461 , effectively treats aggressive AML , including mixed-lineage leukemia-driven AML , and outperforms standard chemotherapies ."
21320646,CX-5461,mixed-lineage leukemia-driven AML,17,17,25,27,"This study reveals that the selective inhibitor of RNA polymerase I ( Pol I ) transcription , CX-5461 , effectively treats aggressive AML , including mixed-lineage leukemia-driven AML , and outperforms standard chemotherapies ."
21320646,RNA polymerase I ( Pol I ) transcription,mixed-lineage leukemia-driven AML,8,15,25,27,"This study reveals that the selective inhibitor of RNA polymerase I ( Pol I ) transcription , CX-5461 , effectively treats aggressive AML , including mixed-lineage leukemia-driven AML , and outperforms standard chemotherapies ."
21720607,The monograph,leaf-mining,0,1,6,6,"The monograph treats 29 species of leaf-mining pygmy moths ( Insecta , Lepidoptera , Nepticulidae ) discovered in the northern Andean bush and grass páramo and the central Andean puna at altitudes above 3700 m. They represent the world 's highest-altitudinal Nepticulidae fauna known ."
21859609,this combined surgical procedure,patellar dislocation,4,7,13,14,Our results show that this combined surgical procedure stabilizes the knee and treats patellar dislocation accompanying ligamentous laxity in pediatric patients .
22363782,The combination of ultrasound-guided RFA with hydrodissection,benign thyroid nodules,0,6,10,12,The combination of ultrasound-guided RFA with hydrodissection very effectively treats benign thyroid nodules while reducing damage to the surrounding tissues .
22401848,a newly developed model-fitting approach,perceived,2,6,9,9,We use a newly developed model-fitting approach which treats perceived zygosity as a form of specified familial environment .
22717409,Photodynamic therapy,malignant tumors,0,1,6,7,Photodynamic therapy ( PDT ) treats malignant tumors using photosensitizers and light .
22717409,PDT,malignant tumors,3,3,6,7,Photodynamic therapy ( PDT ) treats malignant tumors using photosensitizers and light .
22798725,the hospital,complex Medicare patients,12,13,16,18,"The goal of a such a system is to change the way the hospital treats medically complex Medicare patients and , thus , reduce unnecessary hospital costs ."
22939771,"an intensive , community-based lifestyle intervention",many chronic diseases,9,14,18,20,"The Complete Health Improvement Program ( CHIP ) is an intensive , community-based lifestyle intervention that effectively treats many chronic diseases and their risk factors ."
23004194,External beam radiotherapy,local microscopic diseases,0,2,10,12,External beam radiotherapy ( EBRT ) treats gross tumors and local microscopic diseases .
