sentence_id,treatment,medical,treatment_first_index,treatment_last_index,medical_first_index,medical_last_index,sentence_text
104334,The transfusion of T lymphocytes,viral infections,0,4,20,21,"The transfusion of T lymphocytes , also called adoptive cell therapy ( ACT ) , is an effective treatment for viral infections , has induced regression of cancer in early stage clinical trials , and may be a particularly important and efficacious modality in the period following hematopoietic stem cell transplantation ( HSCT ) ."
107550,Ronidazole,feline diarrhea,0,0,11,12,Ronidazole ( RDZ ) is the only known effective treatment for feline diarrhea caused by Tritrichomonas foetus .
107550,RDZ,feline diarrhea,2,2,11,12,Ronidazole ( RDZ ) is the only known effective treatment for feline diarrhea caused by Tritrichomonas foetus .
126637,cryosurgery,unresectable hepatic cancer,4,4,20,22,"These results indicate that cryosurgery , the in situ freezing of cancer , is a safe and effective treatment for unresectable hepatic cancer ."
126637,the in situ freezing of cancer,unresectable hepatic cancer,6,11,20,22,"These results indicate that cryosurgery , the in situ freezing of cancer , is a safe and effective treatment for unresectable hepatic cancer ."
131065,Photodynamic therapy,choroidal metastasis,0,1,8,9,Photodynamic therapy may be an effective treatment for choroidal metastasis from carcinoid tumor .
153855,nonoperative treatment,isolated PCL injury,1,2,12,14,"Although nonoperative treatment has historically been the initial treatment of choice for isolated PCL injury , possibly biased by the historically poorer objective outcomes postoperatively compared with anterior cruciate ligament reconstructions , surgical intervention has been increasingly used for isolated and combined PCL injuries ."
160709,Intramedullary screw fixation,certain fractures of the fifth metatarsal,0,2,12,17,Intramedullary screw fixation has been found to be a reliable treatment for certain fractures of the fifth metatarsal .
184318,deep brain stimulation ( DBS ) of the GPi,the motor symptoms of PD in humans,1,9,15,21,"Although deep brain stimulation ( DBS ) of the GPi is an effective treatment for the motor symptoms of PD in humans , the link between the stimulation signal space and the therapeutic benefits of DBS is not well understood ."
197022,implantation of the stent,complex strictures,3,6,12,13,We conclude that implantation of the stent is a valuable treatment for complex strictures in the vicinity of the sphincter on condition that the stent covers the whole stricture .
207136,Total knee arthroplasty,end-stage osteoarthritis of the knee,0,2,9,13,Total knee arthroplasty is a common surgical treatment for end-stage osteoarthritis of the knee .
212185,OK-432 sclerotherapy,macrocystic lymphangiomas,0,1,7,8,OK-432 sclerotherapy may be effective treatment for macrocystic lymphangiomas .
214130,Neodymium : YAG laser therapy,esophageal cancer,0,4,17,18,Neodymium : YAG laser therapy has been shown to be a safe and effective palliative treatment for esophageal cancer .
228852,Autogenous reconstruction,prosthetic infection,0,1,8,9,Autogenous reconstruction is a well-accepted alternative treatment for prosthetic infection after reconstructive arterial surgery .
228895,anticoagulation,acute pulmonary embolism,1,1,8,10,"Although anticoagulation remains the treatment of choice for acute pulmonary embolism , vena caval interruption represents an alternative for patients with contraindications and complications or in whom anticoagulation fails ."
230913,Chimeric antigen receptor-modified T ( CAR T ) cell therapy,haematological malignancies,0,9,16,17,Chimeric antigen receptor-modified T ( CAR T ) cell therapy is a highly promising treatment for haematological malignancies but is frequently associated with cytokine release syndrome and neurotoxicity .
236147,HSCT,sickle cell disease,5,5,13,15,"Allogeneic hematopoietic stem-cell transplantation ( HSCT ) is the only curative treatment for sickle cell disease ( SCD ) ; nevertheless , its use has been limited by the risk of transplantation-related mortality ( TRM ) ."
251513,Subcutaneous allergen-specific immunotherapy,immunoglobulin E-mediated diseases,0,2,11,13,"Subcutaneous allergen-specific immunotherapy is a proven , highly effective treatment for immunoglobulin E-mediated diseases ."
260233,surgical decompression,malignant edema,2,3,12,13,"However , surgical decompression continues to be the most effective treatment for malignant edema from large hemispheric strokes ."
298527,modulation of KS,neuroimmunological diseases,2,4,10,11,"Thus , modulation of KS may become a treatment for neuroimmunological diseases ."
302707,Radiation therapy,most patients with T1,0,1,8,11,"Radiation therapy is the treatment of choice for most patients with T1 and T2 carcinomas of the vocal cord , resulting in high rates of local control and preservation of voice ."
303454,hydrofluoric acid treatment,porcelain-resin micro-mechanical bonding,47,49,56,58,"Particular concentrations and durations were found , such as 4 % , 6 min . for Supper Porcelain AAA , 8 % , 6 min . for VMK 68 , and 6 % , 3 min . for Cosmotech Porcelain , and it was clearly shown that hydrofluoric acid treatment was the most effective treatment for porcelain-resin micro-mechanical bonding ."
335038,Primaquine,radical cure,0,0,8,9,Primaquine is the only widely available treatment for radical cure .
361566,Ovariohysterectomy,ovarian teratomas,0,0,6,7,"Ovariohysterectomy is the preferred treatment for ovarian teratomas , and this procedure was curative in the dog of this report ."
369625,Endoscopic ligation,bleeding esophageal varices,0,1,8,10,Endoscopic ligation is the treatment of choice for bleeding esophageal varices .
422998,hematopoietic stem cell transplantation,many aggressive hematologic malignancies,1,4,14,17,"Although hematopoietic stem cell transplantation ( HSCT ) is the treatment of choice for many aggressive hematologic malignancies , the role of HSCT in chronic lymphocytic leukemia ( CLL ) has remained controversial ."
422998,HSCT,many aggressive hematologic malignancies,6,6,14,17,"Although hematopoietic stem cell transplantation ( HSCT ) is the treatment of choice for many aggressive hematologic malignancies , the role of HSCT in chronic lymphocytic leukemia ( CLL ) has remained controversial ."
470459,Dasatinib,chronic myeloid leukemia,0,0,7,9,Dasatinib is a first-line pharmacotherapeutic treatment for chronic myeloid leukemia ( CML ) .
481758,Chronic vagus nerve stimulation,refractory epilepsy,0,3,12,13,Chronic vagus nerve stimulation ( VNS ) is a recognized treatment for refractory epilepsy and depression .
481758,VNS,refractory epilepsy,5,5,12,13,Chronic vagus nerve stimulation ( VNS ) is a recognized treatment for refractory epilepsy and depression .
492318,Iodine-125 brachytherapy,paediatric patients,0,1,17,18,"Iodine-125 brachytherapy is a potentially appropriate alternative treatment for EMC in the salivary glands , especially for paediatric patients ."
507072,atypical antipsychotic drugs,bipolar disorders,2,4,10,11,[ Are atypical antipsychotic drugs the first line treatment for bipolar disorders ? For ] .
510106,Surgery,most patients with intrathoracic but extrapulmonary cysts,0,0,12,18,Surgery to obtain a complete cure is the treatment of choice for most patients with intrathoracic but extrapulmonary cysts ; excision must be done without delay to avoid or relieve compression of surrounding vital structures .
524127,Cyclosporine,dry eye,0,0,10,11,Cyclosporine 0.05 % can also be an effective treatment for dry eye after cataract surgery .
538140,hammock,genital prolapse,5,5,26,27,These short-term results suggest that hammock using porcine skin collagen implantation by the transobturator route and bilateral sacrospinous fixation is a safe and effective treatment for genital prolapse .
541671,Deep brain stimulation,intractable epilepsies,0,2,18,19,"Deep brain stimulation , specifically high-frequency stimulation ( HFS ) , is an alternative and promising treatment for intractable epilepsies ; however , the optimal targets are still unknown ."
548236,lateral internal sphincterotomy,chronic anal fissure,1,3,14,16,"Although lateral internal sphincterotomy ( LIS ) is the most preferred surgical treatment for chronic anal fissure , In this study , we aimed to investigate the effect of preoperative anorectal manometry on surgical treatment choice in patients presenting with anal fissure ."
548236,LIS,chronic anal fissure,5,5,14,16,"Although lateral internal sphincterotomy ( LIS ) is the most preferred surgical treatment for chronic anal fissure , In this study , we aimed to investigate the effect of preoperative anorectal manometry on surgical treatment choice in patients presenting with anal fissure ."
575928,αEEG-guided TMS,related anxiety,0,1,10,11,αEEG-guided TMS may be an effective treatment for OCD and related anxiety .
580304,Chemoradiotherapy,localized aggressive lymphoma,0,0,5,7,Chemoradiotherapy is standard treatment for localized aggressive lymphoma .
591623,Cisplatin-based chemotherapy,bladder urothelial carcinoma,0,1,7,9,Cisplatin-based chemotherapy is the standard treatment for bladder urothelial carcinoma ( UC ) .
608341,Surgical cholecystostomy,distal biliary obstructions,0,1,9,11,Surgical cholecystostomy is a palliative treatment for cholecystitis and distal biliary obstructions when the general condition of the patient does not allow complex techniques .
637424,"Broad resections , both more extensive and en bloc",malignant tumors,0,8,19,20,"Broad resections , both more extensive and en bloc , have come to be the standard surgical treatment for malignant tumors ."
641009,Phototherapeutic keratectomy,late-onset scar,0,1,10,11,Phototherapeutic keratectomy with MMC can be an effective treatment for late-onset scar .
666837,Intravenous ( IV ) iron,iron-deficiency anemia,0,4,11,12,Intravenous ( IV ) iron is the treatment of choice for iron-deficiency anemia ( IDA ) in patients with dialysis-dependent chronic kidney disease ( DD-CKD ) .
671117,Limited surgical intervention,these localized lesions,0,2,9,11,Limited surgical intervention is the treatment of choice for these localized lesions .
683876,monoclonal anti-IL-5 antibodies,steroid-dependent HES,35,37,44,45,"These recent discoveries have legitimized the use of tyrosine kinase inhibitors such as imatinib , which , by inhibiting PDGFRA , have transformed the prognosis of chronic eosinophilic leukemia , and also the use of monoclonal anti-IL-5 antibodies , which are promising treatment for steroid-dependent HES ."
695195,An antimicrobial-containing ototopical,later-stage acute disease,0,2,8,10,"An antimicrobial-containing ototopical is the preferred treatment for later-stage acute disease , and oral antibiotic therapy is reserved for advanced disease or those who are immunocompromised ."
700540,Tamoxifen,postmenopausal breast cancer patients with positive estrogen receptors,0,0,8,15,Tamoxifen is the antihormonal treatment of choice for postmenopausal breast cancer patients with positive estrogen receptors .
700873,the intramuscular or local administration of methotrexate,non-tubal ectopic pregnancy,5,11,1,3,"For non-tubal ectopic pregnancy , the intramuscular or local administration of methotrexate is an acceptable treatment for uncomplicated interstitial pregnancies ."
700873,the intramuscular or local administration of methotrexate,uncomplicated interstitial pregnancies,5,11,17,19,"For non-tubal ectopic pregnancy , the intramuscular or local administration of methotrexate is an acceptable treatment for uncomplicated interstitial pregnancies ."
700875,methotrexate,ovarian pregnancies,4,4,1,2,"For ovarian pregnancies , methotrexate should not be a first-line treatment , surgical treatment remains the standard ."
700886,Lithium,bipolar disorder,0,0,6,7,"Lithium is the gold-standard treatment for bipolar disorder , is highly effective in treating major depressive disorder , and has anti-suicidal properties ."
733297,Imatinib,unresectable gastrointestinal stromal tumor,0,0,6,9,Imatinib is a standard treatment for unresectable gastrointestinal stromal tumor ( GIST ) .
735105,intraperitoneal chemotherapy,microscopical peritoneal dissemination,6,7,15,17,"Therefore , it is suggested that intraperitoneal chemotherapy with cisplatin is an effective treatment for microscopical peritoneal dissemination ."
743140,Fresh osteochondral allograft ( OCA ) transplantation,osteochondral defects,0,6,12,13,Fresh osteochondral allograft ( OCA ) transplantation is an effective treatment for osteochondral defects .
743246,Leech therapy,rapid reduction of pain,0,1,8,11,Leech therapy may be an effective treatment for rapid reduction of pain associated with osteoarthritis of the knee .
763723,Oral artesunate,uncomplicated hyperparasitaemia,0,1,8,9,Oral artesunate is the most effective treatment for uncomplicated hyperparasitaemia in falciparum malaria .
763728,An oral regimen of 5 d or more of artesunate,uncomplicated hyperparasitaemic falciparum malaria,0,9,28,31,"An oral regimen of 5 d or more of artesunate , together with mefloquine ( 25 mg/kg ) given on day 2 , is an effective treatment for uncomplicated hyperparasitaemic falciparum malaria in this area of high level multidrug resistance ."
764465,Intersellar implantation of yttrium-90 rods,pituitary tumours,0,4,13,14,Intersellar implantation of yttrium-90 rods was a common treatment for a variety of pituitary tumours in the 1960s and 1970s .
775159,Liver transplantation,end-stage liver disease,0,1,8,10,Liver transplantation is the only curative treatment for end-stage liver disease .
781210,Home parenteral nutrition,intestinal failure,0,2,8,9,Home parenteral nutrition is the primary treatment for intestinal failure .
794034,low doses of botulinum toxin A,primary frontal hyperhidrosis,6,11,23,25,"In conclusion , we consider that low doses of botulinum toxin A is a well tolerated , safe and very effective treatment for primary frontal hyperhidrosis and it should be offered as an alternative to patients who suffer from this disorder ."
838349,Pharmacological CRFR2 modulation,clinical BPH,0,2,10,11,Pharmacological CRFR2 modulation might be a potential medical treatment for clinical BPH .
843970,VP-16,metastatic breast cancer,14,14,25,27,"In these poor prognoses in previously treated patients , the combination of doxorubicin and VP-16 - 213 appears to be an effective secondary treatment for metastatic breast cancer ."
843970,the combination of doxorubicin,metastatic breast cancer,9,12,25,27,"In these poor prognoses in previously treated patients , the combination of doxorubicin and VP-16 - 213 appears to be an effective secondary treatment for metastatic breast cancer ."
848813,Thoracic surgery,early-stage lung cancer,0,1,7,9,"Thoracic surgery is the optimal treatment for early-stage lung cancer , but there is a high risk of postoperative morbidity ."
854893,Hyaluronidase,the adverse effects of extravasation of various chemotherapeutic agents,0,0,8,16,Hyaluronidase appears to be a safe treatment for the adverse effects of extravasation of various chemotherapeutic agents and may be used effectively to reduce the severity of cutaneous toxicosis .
861468,Video-assisted thoracoscopic surgery,recurrent or persistent primary spontaneous pneumothorax,0,2,12,17,Video-assisted thoracoscopic surgery ( VATS ) is an increasingly common treatment for recurrent or persistent primary spontaneous pneumothorax ( PSP ) .
861468,VATS,recurrent or persistent primary spontaneous pneumothorax,4,4,12,17,Video-assisted thoracoscopic surgery ( VATS ) is an increasingly common treatment for recurrent or persistent primary spontaneous pneumothorax ( PSP ) .
862351,the STN,advanced PD,3,4,13,14,Chronic stimulation of the STN has proved to be an effective treatment for advanced PD with motor complications .
867379,ACT,disordered eating,4,4,10,11,"These findings suggest that ACT is a useful treatment for disordered eating and potentially , for eating disorders per se ."
871971,The combination of TMZ,malignant glioma,0,3,12,13,The combination of TMZ and HBO may be a powerful treatment for malignant glioma .
871971,HBO,malignant glioma,5,5,12,13,The combination of TMZ and HBO may be a powerful treatment for malignant glioma .
884257,Gemcitabine,pancreatic cancer,0,0,12,13,"Gemcitabine ( GEM ) is currently the standard first line treatment for pancreatic cancer ; however , the overall survival of patients with this disease remains poor ."
884257,GEM,pancreatic cancer,2,2,12,13,"Gemcitabine ( GEM ) is currently the standard first line treatment for pancreatic cancer ; however , the overall survival of patients with this disease remains poor ."
887298,Opioid Replacement Therapy,other RDS disorders,0,2,11,13,Opioid Replacement Therapy is the most common treatment for addictions and other RDS disorders .
904694,Metabolic bariatric surgery,obese population,0,2,19,20,"Metabolic bariatric surgery ( MBS ) is presently the only long-term effective treatment and an important strategy for severely obese population , which also provides a novel therapeutic for obese patients with OSAHS , especially in patients with poor continuous positive air pressure ( CPAP ) adherence ."
904694,MBS,obese population,4,4,19,20,"Metabolic bariatric surgery ( MBS ) is presently the only long-term effective treatment and an important strategy for severely obese population , which also provides a novel therapeutic for obese patients with OSAHS , especially in patients with poor continuous positive air pressure ( CPAP ) adherence ."
933711,Sultamicillin,acute urinary tract infections,0,0,6,9,"Sultamicillin is an efficacious treatment for acute urinary tract infections , like AMX/CLA ."
946780,Menopausal hormone therapy,vasomotor and vaginal symptoms,0,2,12,15,Menopausal hormone therapy ( MHT ) is the most effective treatment for vasomotor and vaginal symptoms .
946780,MHT,vasomotor and vaginal symptoms,4,4,12,15,Menopausal hormone therapy ( MHT ) is the most effective treatment for vasomotor and vaginal symptoms .
956418,Hematopoietic cell transplantation,malignant and non-malignant disorders,0,2,10,13,Hematopoietic cell transplantation ( HCT ) is a treatment for malignant and non-malignant disorders .
956418,HCT,malignant and non-malignant disorders,4,4,10,13,Hematopoietic cell transplantation ( HCT ) is a treatment for malignant and non-malignant disorders .
970986,Lung transplantation,end-stage pulmonary diseases,0,1,8,10,Lung transplantation is the treatment of choice for end-stage pulmonary diseases .
983577,Alteplase,ischaemic stroke patients,0,0,6,8,"Alteplase is an effective treatment for ischaemic stroke patients , and it is widely available at all primary stroke centres ."
998746,Surgical excision,unifocal Castleman 's disease,0,1,8,11,Surgical excision is the treatment of choice for unifocal Castleman 's disease .
1003316,Radiotherapy,early glottic carcinoma,0,0,7,9,Radiotherapy is the treatment of choice for early glottic carcinoma .
1006048,Surgery,this rare malignancy of the female genital tract,0,0,8,15,Surgery is still the recommended primary treatment for this rare malignancy of the female genital tract .
1022353,Organ transplantation,many patients with life-threatening chronic diseases,0,1,9,14,Organ transplantation is now the treatment of choice for many patients with life-threatening chronic diseases .
1025709,The Pipeline embolization device,intracranial aneurysms,0,3,9,10,The Pipeline embolization device is an effective treatment for intracranial aneurysms .
1059646,standard chemotherapy,ovarian cancer,1,2,8,9,"Although standard chemotherapy is the established treatment for ovarian cancer , the prognosis remains poor , and it is highly anticipated that new drugs will be developed ."
1064545,Adjuvant TPS-PDT,local control of BDC,0,1,9,12,Adjuvant TPS-PDT is a safe and useful treatment for local control of BDC .
1071891,Deep-brain stimulation,advanced Parkinson 's disease,0,1,10,13,Deep-brain stimulation is currently the most effective surgical treatment for advanced Parkinson 's disease .
1084138,Postoperative radiation therapy,recurrent squamous cell carcinoma ( SCC ) of the head,0,2,15,24,Postoperative radiation therapy ( RT ) following surgical resection is often the recommended treatment for recurrent squamous cell carcinoma ( SCC ) of the head and neck .
1084138,RT,recurrent squamous cell carcinoma ( SCC ) of the head,4,4,15,24,Postoperative radiation therapy ( RT ) following surgical resection is often the recommended treatment for recurrent squamous cell carcinoma ( SCC ) of the head and neck .
1097279,Anti- psychotics,delirium-related agitation,0,1,8,9,Anti- psychotics are the treatment of choice for delirium-related agitation and psychosis .
1098466,monocular occlusion,visual dyslexia,10,11,18,19,"Finally , it is argued that studies which claim that monocular occlusion is a successful treatment for ' visual dyslexia ' are methodologically flawed and do not provide convincing evidence for this view ."
1113199,phototherapy,seasonal depression,10,10,20,21,"Although its mechanism of action remains to be explained , phototherapy appears to be a safe and effective treatment for seasonal depression and a promising treatment for non-seasonal depression ."
1150991,hepatic resection,early or moderately advanced multifocal hepatocellular carcinomas,1,2,22,28,Whether hepatic resection ( HR ) combined with radiofrequency ablation ( RFA ) or HR alone is the treatment of choice for early or moderately advanced multifocal hepatocellular carcinomas ( HCCs ) is a matter of debate .
1150991,HR,early or moderately advanced multifocal hepatocellular carcinomas,4,4,22,28,Whether hepatic resection ( HR ) combined with radiofrequency ablation ( RFA ) or HR alone is the treatment of choice for early or moderately advanced multifocal hepatocellular carcinomas ( HCCs ) is a matter of debate .
1163594,hepatectomy,intrahepatic cholangiocarcinoma,4,4,1,2,"For intrahepatic cholangiocarcinoma , hepatectomy is the only established treatment , and RFA treatment remains controversial ."
1217461,surgical therapy,locoregional disease,4,5,12,13,"In our experience , surgical therapy is the only effective treatment for locoregional disease ."
1248717,PBP,recurrent PET,0,0,15,16,"PBP appears to be a safe , economical , and potentially effective palliative treatment for recurrent PET and is a reasonable , less invasive alternative to surgery for dogs with recurrent PET , especially effusions caused by heart base tumors and possibly idiopathic pericardial effusion ."
1291157,ecopipam,in,3,3,11,11,"These results suggest ecopipam could be a useful treatment for SIB in , but further studies are needed to establish an appropriate dosing regimen ."
1294297,Fetoscopic laser coagulation of the placental anastomoses,twin-to-twin transfusion syndrome,0,6,12,14,Fetoscopic laser coagulation of the placental anastomoses is the standard treatment for twin-to-twin transfusion syndrome ( TTTS ) .
1300080,TVT-Secur,female SUI,4,4,12,13,"This study shows that TVT-Secur is a simple and safe treatment for female SUI , but before recommending this sling as a first choice for treating SUI , TVT-Secur must pass the test of time and comparative studies with conventional slings ."
1306493,exposure therapy,chronic pain,5,6,13,14,Previous literature has shown that exposure therapy may be an effective treatment for chronic pain .
1318609,sildenafil,erectile dysfunction in the spinal cord injury population,8,8,14,21,"Based on this study , we conclude that sildenafil is a cost-effective treatment for erectile dysfunction in the spinal cord injury population ."
1327664,Early surgical intervention,most symptomatic patients,0,2,12,14,Early surgical intervention to evacuate the hematoma remains the main treatment for most symptomatic patients .
1348680,Video-assisted thoracoscopic surgery,spontaneous pneumothorax(SP,0,2,11,12,Video-assisted thoracoscopic surgery ( VATS ) is the standard treatment for spontaneous pneumothorax(SP ) .
1348680,VATS,spontaneous pneumothorax(SP,4,4,11,12,Video-assisted thoracoscopic surgery ( VATS ) is the standard treatment for spontaneous pneumothorax(SP ) .
1363327,Transsphenoidal surgery,most adenomas,0,1,18,19,"Transsphenoidal surgery has an important role in the management of pituitary tumors and remains the primary treatment for most adenomas , with the exception of prolactinomas ."
1365400,SYK023,metastatic lung cancer,2,2,10,12,"Therefore , SYK023 may be a potentially therapeutic treatment for metastatic lung cancer ."
1381400,cognitive behaviour therapy,posttraumatic stress disorder,5,7,21,23,"Following considerable empirical scrutiny , cognitive behaviour therapy ( CBT ) has proven to be a safe and effective treatment for posttraumatic stress disorder ( PTSD ) ."
1381400,CBT,posttraumatic stress disorder,9,9,21,23,"Following considerable empirical scrutiny , cognitive behaviour therapy ( CBT ) has proven to be a safe and effective treatment for posttraumatic stress disorder ( PTSD ) ."
1381720,Tunnel thread-drawing therapy,complex anal fistula,0,2,8,10,"Tunnel thread-drawing therapy is an effective treatment for complex anal fistula , and this therapy may be used for horseshoe-shaped low-position perianal abscess ."
1383175,Intravitreal bevacizumab,the long-term control of juxta/subfoveal CNV,0,1,9,14,Intravitreal bevacizumab seems to be an effective treatment for the long-term control of juxta/subfoveal CNV secondary to toxoplasmic retinochoroiditis .
1394675,Endoscopic septostomy,monolateral obstruction of the foramen of Monro,0,1,8,14,Endoscopic septostomy is the treatment of choice for monolateral obstruction of the foramen of Monro .
1398791,Pulmonary endarterectomy,chronic thromboembolic pulmonary hypertension,0,1,10,13,Pulmonary endarterectomy ( PEA ) is an effective treatment for chronic thromboembolic pulmonary hypertension ( CTEPH ) .
1398791,PEA,chronic thromboembolic pulmonary hypertension,3,3,10,13,Pulmonary endarterectomy ( PEA ) is an effective treatment for chronic thromboembolic pulmonary hypertension ( CTEPH ) .
1412084,Neoadjuvant ( preoperative ) chemotherapy,resectable breast cancer,0,4,10,12,"Neoadjuvant ( preoperative ) chemotherapy is a standard treatment for resectable breast cancer , potentially enabling patients to undergo partial dissection ."
1415079,Nasal calcitonin,established osteoporosis,0,1,8,9,Nasal calcitonin is a newly approved treatment for established osteoporosis .
1416622,DPC,resistant viral warts,0,0,12,14,"DPC appears to be a valuable , safe and well-tolerated treatment for resistant viral warts and can be considered as a first line treatment ."
1416663,Nizoral,seborrhoeic dermatitis,0,0,9,10,Nizoral is currently a registered treatment for dandruff and seborrhoeic dermatitis .
1450047,thermochemotherapy,primary LLSCC,5,5,12,13,"This clinical study suggests that thermochemotherapy may be a feasible treatment for primary LLSCC without cervical metastases , especially for patients with extensive lesions and a compromised general condition ."
1468450,Gamma Knife radiosurgery,trigeminal neuralgia,0,2,11,12,"Gamma Knife radiosurgery ( GKRS ) is a standard treatment for trigeminal neuralgia , tumors , and arteriovenous malformations ."
1468450,GKRS,trigeminal neuralgia,4,4,11,12,"Gamma Knife radiosurgery ( GKRS ) is a standard treatment for trigeminal neuralgia , tumors , and arteriovenous malformations ."
1468450,Gamma Knife radiosurgery,arteriovenous malformations,0,2,17,18,"Gamma Knife radiosurgery ( GKRS ) is a standard treatment for trigeminal neuralgia , tumors , and arteriovenous malformations ."
1468450,GKRS,arteriovenous malformations,4,4,17,18,"Gamma Knife radiosurgery ( GKRS ) is a standard treatment for trigeminal neuralgia , tumors , and arteriovenous malformations ."
1480240,aripiprazole,delusional disorders,4,4,11,12,Our findings suggest that aripiprazole may be an effective treatment for delusional disorders with good tolerability .
1482102,VR-GET,combat-related PTSD,29,29,38,39,"The results are limited by small size , lack of blinding , a single therapist , and comparison to a relatively uncontrolled usual care condition , but did show VR-GET to be a safe and effective treatment for combat-related PTSD ."
1485684,radical cystectomy,muscle-invasive and high-risk superficial bladder cancer,19,20,31,36,"To assess the safety of adjuvant chemotherapy in patients with neobladder reconstruction in comparison to ileal conduit , as radical cystectomy and urinary diversion is an effective curative surgical treatment for muscle-invasive and high-risk superficial bladder cancer , and adjuvant chemotherapy is usually considered for patients with clinical stage > T2 and nodal metastasis ."
1504908,Traditional ( 40 - 50 Hz ) spinal column stimulation,chronic neuropathic pain conditions,0,9,18,21,Traditional ( 40 - 50 Hz ) spinal column stimulation is an efficacious and widely accepted treatment for chronic neuropathic pain conditions .
1513201,Percutaneous coronary intervention,coronary artery disease,0,2,11,13,Percutaneous coronary intervention ( PCI ) is the mainstay treatment for coronary artery disease but complications such as in-stent restenosis and thrombosis remain problematic .
1513201,PCI,coronary artery disease,4,4,11,13,Percutaneous coronary intervention ( PCI ) is the mainstay treatment for coronary artery disease but complications such as in-stent restenosis and thrombosis remain problematic .
1517064,Biceps tenodesis,pathologic abnormality of the long head of the biceps,0,1,7,15,Biceps tenodesis remains a reliable treatment for pathologic abnormality of the long head of the biceps .
1534569,TAVR,symptomatic AS,2,2,13,14,"Nonetheless , TAVR is clearly and unequivocally a new and successful treatment for symptomatic AS ."
1577837,Laparoscopic vertical banded gastroplasty,morbid obesity,0,3,14,15,Laparoscopic vertical banded gastroplasty ( LVBG ) is a safe and effective treatment for morbid obesity .
1577837,LVBG,morbid obesity,5,5,14,15,Laparoscopic vertical banded gastroplasty ( LVBG ) is a safe and effective treatment for morbid obesity .
1589320,Thrombopoietin-receptor agonists,immune thrombocytopenia,0,1,20,21,"Thrombopoietin-receptor agonists ( TPO-RAs ) are the only American Society of Hematology ( ASH ) guideline-advocated , second-line treatment for immune thrombocytopenia ( ITP ) that have been validated by randomized , controlled trials with a placebo comparator ."
1589320,TPO-RAs,immune thrombocytopenia,3,3,20,21,"Thrombopoietin-receptor agonists ( TPO-RAs ) are the only American Society of Hematology ( ASH ) guideline-advocated , second-line treatment for immune thrombocytopenia ( ITP ) that have been validated by randomized , controlled trials with a placebo comparator ."
1592633,augmentation,treatment resistant bipolar depression,2,2,15,18,"However , augmentation with aripiprazole in bipolar patients may be a future routine treatment for treatment resistant bipolar depression ."
1600779,Tumorectomy,small cancer of the breast,0,0,17,21,Tumorectomy followed by breast irradiation and a single course of chemotherapy is the most accurate treatment for small cancer of the breast .
