sentence_id,treatment,medical,treatment_first_index,treatment_last_index,medical_first_index,medical_last_index,sentence_text
183160281,Surgical resection,mitral valve myxoma,0,1,12,14,"Surgical resection with mitral valve defect repair was the commonest remedy for mitral valve myxoma when mitral valve function could be preserved , and the mitral valve should be replaced when necessary ."
185033709,Significant statutory reform,practicing,0,2,11,11,Significant statutory reform is the proper remedy for consumers and individually practicing physicians who are now confronted with objectionable managed care organization behavior and practices .
186149572,"Cow 's urine "" concoction",convulsive seizures,1,5,14,15,""" Cow 's urine "" concoction ( CUPR ) is a traditional remedy for convulsive seizures in Nigeria ."
186149572,CUPR,convulsive seizures,7,7,14,15,""" Cow 's urine "" concoction ( CUPR ) is a traditional remedy for convulsive seizures in Nigeria ."
186252511,Autogenous fat injection of the midface,midface,0,5,13,13,Autogenous fat injection of the midface is a viable and lasting remedy for midface soft tissue loss and has become a mainstay in facial rejuvenation .
190782778,Montelukast,cisplatin-induced renal dysfunction,0,0,7,9,Montelukast may be a beneficial remedy for cisplatin-induced renal dysfunction .
195371071,The herb feverfew,various symptoms,0,2,8,9,The herb feverfew is a folk remedy for various symptoms including inflammation .
200325122,melatonin,clinical treatment,15,15,25,26,"In view of the distinct actions of melatonin on bone metabolism , we hypothesize that melatonin may be a novel remedy for the prevention and clinical treatment of osteoporosis ."
201182177,LA,allergy-related diseases,8,8,15,16,"Based on these results , we suggest that LA may be a potential remedy for allergy-related diseases ."
202245129,Colifoam,distal proctocolitis,0,0,8,9,Colifoam seems to be an effective remedy for distal proctocolitis .
207620798,Standard reduction mammaplasty technique,giant tumor,0,3,13,14,Standard reduction mammaplasty technique has turned out to be an effective remedy for giant tumor spoiling the appearance of the breast .
209822189,A coordinator,such problems in all school districts,0,1,12,17,"A coordinator for sexuality programs is certainly not a total remedy for such problems in all school districts ; but as an essential element in the solution of those problems , he/she provides an approach which will help school districts in initiating and implementing programs with a greater degree of success ."
214208823,PEMF stimulation,delayed,0,1,8,8,"PEMF stimulation is already a proven remedy for delayed fractures , with potential clinical application for osteoarthritis , osteonecrosis of bone , osteoporosis , and wound healing ."
216684999,Papaya,gastrointestinal complaints,0,0,6,7,Papaya is a traditional remedy for gastrointestinal complaints in the folk medicine .
221521988,law,these stigma-induced inequities,33,33,42,44,Further interdisciplinary research is needed to identify the ways in which law can be crafted into a better tool for redressing the health harms of stigma and to delimit clearer boundaries for when law is and is not the appropriate remedy for these stigma-induced inequities .
221728735,paediatric liver transplantation,biliary atresia,3,5,16,17,"The need for paediatric liver transplantation , which in most paediatric series is the remedy for biliary atresia after Kasai 's operation has failed , is not sufficiently covered by organ retrieval at the present time ."
226030942,Ginkgo biloba extract,cognitive disorders,5,7,20,21,"Among the herbal extract , Ginkgo biloba extract ( GBE ) is one of the most investigated herbal remedy for cognitive disorders and Alzheimer 's disease ( AD ) ."
226030942,GBE,cognitive disorders,9,9,20,21,"Among the herbal extract , Ginkgo biloba extract ( GBE ) is one of the most investigated herbal remedy for cognitive disorders and Alzheimer 's disease ( AD ) ."
226103702,the islet graft,not a remedy for every brittle diabetic,4,6,9,15,"Even though currently , the islet graft is still not a remedy for every brittle diabetic , islet transplantation has already obtained "" nonresearch "" status in Canada and is close to having a biological license status approved by the FDA in the United States that would further stimulate progress in the field ."
227467736,treatment,the adverse effect of CCl4 in liver function,7,7,18,25,The results of our experiment suggest that treatment by T. cordifolia extract may be the critical remedy for the adverse effect of CCl4 in liver function as well as immune functions .
235061738,Garcinia buchananii bark extract,lactose-induced diarrhea,0,3,10,11,Garcinia buchananii bark extract is an effective anti-diarrheal remedy for lactose-induced diarrhea .
236128649,Workers ' compensation,volunteer 's work-related injury,0,2,7,10,Workers ' compensation is sole remedy for volunteer 's work-related injury .
244665033,Quince,epigastric pain,0,0,16,17,"Quince is a traditional gastric tonic , an appetiser , and a remedy for nausea/vomiting and epigastric pain ."
246594313,Zygomatic implant,maxillary defects,0,1,10,11,Zygomatic implant and prosthesis are an effective rehabilitation remedy for maxillary defects resulting from tumor resection .
246594313,prosthesis,maxillary defects,3,3,10,11,Zygomatic implant and prosthesis are an effective rehabilitation remedy for maxillary defects resulting from tumor resection .
248989644,duodenal infusion of monomeric-electrolyte solution,stable fill up of posthemorrhagic hypovolemia,8,12,58,63,"In chronic experiments it was ascertained , that duodenal infusion of monomeric-electrolyte solution with respect to dogs , having undergone hemorrhage of 20 - 50 ml/kg , while the absorption function is remained , ensure rapid and stable increase of circulating plasma volume , mass of protein , sodium , potassium , and is an effective remedy for stable fill up of posthemorrhagic hypovolemia ."
249908993,some applications,certain diseases,2,3,11,12,"However , some applications which might be the only remedy for certain diseases may contain ingredients or involve methods that are not in harmony with certain cultural and religious perspectives ."
249952046,the potential,better health outcomes in MENA countries,3,4,11,16,Education attainment has the potential to be a social remedy for better health outcomes in MENA countries .
255842609,Cc-PDE,thromboembolic diseases,5,5,17,18,The obtained results revealed that Cc-PDE may have a therapeutic potential and could be a remedy for thromboembolic diseases as an alternative of anticoagulant and antiplatelet aggregation chemical origins .
257885545,the aminoglycoside antibiotics,other serious bacterial infections,5,7,15,18,"Discovered in the 1940s , the aminoglycoside antibiotics were the long-sought remedy for tuberculosis and other serious bacterial infections ."
258566249,4e,bronchial asthma,24,24,30,31,"Due to its several favorable physiological functions , including ASM relaxation activity , cAMP activation capability , and in   vivo anti-asthmatic efficacy , 4e is a promising remedy for bronchial asthma , meriting extensive development ."
269982746,The PEDF peptide,extensive limbal injury,0,2,8,10,The PEDF peptide is a potential remedy for extensive limbal injury .
276189092,Toothpicks,opioid-induced dry mouth,0,0,17,19,Toothpicks infused with either flavoring or flavoring plus spilanthol are likely to be an effective remedy for opioid-induced dry mouth .
276467413,SIT,allergic disorders,3,3,11,12,"Specific immunotherapy ( SIT ) is the only curable remedy for allergic disorders currently ; however , the underlying mechanism is not fully understood yet ."
277490029,Pegaga,a wide range of complaints,1,1,9,13,' Pegaga ' is a traditional Malay remedy for a wide range of complaints .
281434696,daidzein,the hypothalamo-pituitary-adrenal axis hyperfunction/related metabolic issues in males,10,10,25,32,"Given the coherence of its effects and relative safety , daidzein could be the remedy of choice for the treatment of ageing-caused androgen deprivation and the hypothalamo-pituitary-adrenal axis hyperfunction/related metabolic issues in males ."
282827614,the treatment,capsular contractures,3,4,11,12,We believe that the treatment could be a viable remedy for capsular contractures .
286963500,Cinryze ®,edematous episodes of HAE-C1-INH,14,15,42,45,"Placebo-controlled and open clinical studies have established that nanofiltered , human C1-INH concentrate , Cinryze ® ( ViroPharma Inc. , Exton , PA , USA ) ( C1-INHCi ) , administered in 1,000 U doses is an effective and safe remedy for edematous episodes of HAE-C1-INH , regardless of the localization of the attack ."
286963500,C1-INHCi,edematous episodes of HAE-C1-INH,27,27,42,45,"Placebo-controlled and open clinical studies have established that nanofiltered , human C1-INH concentrate , Cinryze ® ( ViroPharma Inc. , Exton , PA , USA ) ( C1-INHCi ) , administered in 1,000 U doses is an effective and safe remedy for edematous episodes of HAE-C1-INH , regardless of the localization of the attack ."
286963500,"nanofiltered , human C1-INH concentrate",edematous episodes of HAE-C1-INH,8,12,42,45,"Placebo-controlled and open clinical studies have established that nanofiltered , human C1-INH concentrate , Cinryze ® ( ViroPharma Inc. , Exton , PA , USA ) ( C1-INHCi ) , administered in 1,000 U doses is an effective and safe remedy for edematous episodes of HAE-C1-INH , regardless of the localization of the attack ."
287024019,Cervical epidural steroid injection,cervical radicular pain,0,3,20,22,"Cervical epidural steroid injection ( CESI ) , given in conjunction with local anesthetics , is a common remedy for cervical radicular pain and is generally performed under c-arm fluoroscopic guidance , computed tomography ( CT ) , or ultrasound ."
287024019,CESI,cervical radicular pain,5,5,20,22,"Cervical epidural steroid injection ( CESI ) , given in conjunction with local anesthetics , is a common remedy for cervical radicular pain and is generally performed under c-arm fluoroscopic guidance , computed tomography ( CT ) , or ultrasound ."
287774258,DHEC,parkinsonian signs,7,7,13,14,Several open-label and double-blind studies indicate that DHEC is an efficacious remedy for parkinsonian signs and symptoms .
292791190,Loganin,diabetic nephropathy,0,0,20,21,"Loganin improved diabetic nephropathy in vivo associated with inhibition of AGE pathways , and could be a promising remedy for diabetic nephropathy ."
294753145,aFGF,chronic transverse myelitis,0,0,14,16,aFGF may increase the efficacy of spinal reactivation/regeneration and is a potential remedy for chronic transverse myelitis .
296479057,NPLO,the external treatment of psoriasis of the blood-heat syndrome,0,0,6,14,NPLO is a Chinese remedy for the external treatment of psoriasis of the blood-heat syndrome with a reliable therapeutic efficacy and good safety .
301058482,Ginseng,human ailments,0,0,26,27,"Ginseng ( Panax ginseng C.A.   Meyer ) , which contains a wide variety of saponins , known as ginsenosides , is an age-old remedy for human ailments , including cancer ."
301058482,Panax ginseng,human ailments,2,3,26,27,"Ginseng ( Panax ginseng C.A.   Meyer ) , which contains a wide variety of saponins , known as ginsenosides , is an age-old remedy for human ailments , including cancer ."
301058482,Meyer,human ailments,6,6,26,27,"Ginseng ( Panax ginseng C.A.   Meyer ) , which contains a wide variety of saponins , known as ginsenosides , is an age-old remedy for human ailments , including cancer ."
305268108,"the Institutions for Mental Diseases ( "" IMD "" ) Exclusion","the brutal , dysfunctional mental healthcare system",8,18,26,32,"A component of the 1965 Medicaid Act , the Institutions for Mental Diseases ( "" IMD "" ) Exclusion was supposed to be a remedy for the brutal , dysfunctional mental healthcare system run through state hospitals ."
315885373,CPOE systems,medical errors,2,3,13,14,"Thus , CPOE systems are not currently a quick or easy remedy for medical errors ."
316642356,the plant mediated nanoparticles,various diseases,2,5,10,11,"Also , the plant mediated nanoparticles are potential remedy for various diseases such as malaria , cancer , HIV , hepatitis and other acute diseases ."
316891956,novel BRNPs,successful islet transplantation,2,3,11,13,"Collectively , novel BRNPs can be a new potent remedy for successful islet transplantation ."
324314089,Pelargonium sidoides DC ( Geraniaceae ) root extract,respiratory infections,0,7,25,26,"Pelargonium sidoides DC ( Geraniaceae ) root extract , EPs ® 7630 or "" Kaloba ® "" , is a widely used herbal remedy for respiratory infections , with some evidence of effectiveness for acute bronchitis ."
324314089,EPs,respiratory infections,9,9,25,26,"Pelargonium sidoides DC ( Geraniaceae ) root extract , EPs ® 7630 or "" Kaloba ® "" , is a widely used herbal remedy for respiratory infections , with some evidence of effectiveness for acute bronchitis ."
324666696,Manual treatment of spinal disorders,spine-related disorders,0,4,12,13,Manual treatment of spinal disorders is perhaps the most well-studied remedy for spine-related disorders .
325168013,a whole food approach to lower,Bangladeshi people,14,19,31,32,"Selenium pills as a treatment for arsenic exposure are costly and inconvenient , whereas a whole food approach to lower the toxic burden of arsenic may be a practical remedy for Bangladeshi people while efforts to provide safe drinking water are continuing ."
329278932,A therapeutic approach,neurodegenerative disorders,0,2,13,14,A therapeutic approach that could selectively eliminate would be a promising remedy for neurodegenerative disorders .
329373647,The substance,urinary infections in dialysis patients,0,1,8,12,The substance therefore is a suitable remedy for urinary infections in dialysis patients as well.(ABSTRACT TRUNCATED AT 250 WORDS )
329911429,salbutamol sulfate vaginal bioadhesive tablets,preterm labor,2,6,13,14,"Thus , salbutamol sulfate vaginal bioadhesive tablets could be a successful remedy for preterm labor ."
334701747,Celiotomy,gastrointestinal foreign body,0,0,10,12,"Celiotomy is the remedy for cesarean section , ovariosalpingotomy and gastrointestinal foreign body ."
337136480,Antacids,the common complaint of indigestion,0,0,6,10,Antacids are a useful remedy for the common complaint of indigestion .
338572031,baclofen,intractable hiccup,11,11,18,19,"Chronic intractable hiccup may be due to brainstem seizures , and baclofen may be the long-awaited remedy for intractable hiccup as demonstrated in three illustrative cases ."
339801855,Prevention,this iatrogenic problem,0,0,5,7,Prevention is the remedy for this iatrogenic problem .
343231136,Nigella sativa ( N. sativa ) seed,many ailments,0,6,18,19,"Nigella sativa ( N. sativa ) seed has been an important nutritional flavoring agent and natural remedy for many ailments for centuries in ancient systems of medicine , e.g. Unani , Ayurveda , Chinese and Arabic Medicines ."
344541573,The benefits of person-centered care,such challenges,0,4,16,17,The benefits of person-centered care have been widely recognized and may be a potential remedy for such challenges felt by older immigrants .
348501791,Aloe,inflammation-related pathological conditions,0,0,9,11,Aloe has been a very popular folk remedy for inflammation-related pathological conditions despite the lack of studies reporting its efficacy in vivo .
350375315,JWYY tablets,peptic ulcer,4,5,13,14,These data indicated that JWYY tablets were a more effective therapeutic remedy for peptic ulcer .
353877015,methanotrophic based biotechnologies,on-site exploitation and recovery of unused biogas,2,4,10,16,"Fortunately , methanotrophic based biotechnologies can be the remedy for on-site exploitation and recovery of unused biogas ."
354420487,Clean HMBC,the ubiquitous problem of strong coupling induced one-bond correlation artifacts in HMBC spectra of carbohydrates,0,1,6,20,Clean HMBC is a remedy for the ubiquitous problem of strong coupling induced one-bond correlation artifacts in HMBC spectra of carbohydrates .
