sentence_id,treatment,medical,treatment_first_index,treatment_last_index,medical_first_index,medical_last_index,sentence_text
21454079,warfarin,acute venous thrombosis,5,5,9,11,Why should n't we use warfarin alone to treat acute venous thrombosis ?
21542575,progestogens,a short cervix,4,4,7,9,"Most physicians surveyed use progestogens to treat a short cervix , with approximately half choosing a synthetic progestin ( 45 % ) and half choosing natural progesterone ( 47 % ) as their preferred treatment , despite national guidelines recommending only vaginal natural progesterone for this indication ."
23927821,this chalcone,other pathological conditions,28,29,32,34,The characterization of a tight control of DMC over the AMPK-HMGB1 axis not only helps to explain the known activities of DMC but also suggests opportunities to use this chalcone to treat other pathological conditions such as the acute respiratory distress syndrome ( which affects patients with COVID-19 ) .
23927821,this chalcone,the acute respiratory distress syndrome,28,29,37,41,The characterization of a tight control of DMC over the AMPK-HMGB1 axis not only helps to explain the known activities of DMC but also suggests opportunities to use this chalcone to treat other pathological conditions such as the acute respiratory distress syndrome ( which affects patients with COVID-19 ) .
24857666,enzymes,various wastewaters,6,6,18,19,"Biofuel cells ( BFCs ) use enzymes and microbial cells to produce energy from bioavailable substrates and treat various wastewaters , and cathodic oxygen reduction is a key factor governing the efficiency of BFCs ."
24857666,microbial cells,various wastewaters,8,9,18,19,"Biofuel cells ( BFCs ) use enzymes and microbial cells to produce energy from bioavailable substrates and treat various wastewaters , and cathodic oxygen reduction is a key factor governing the efficiency of BFCs ."
25498777,"use human embryonic , foetal",visual disorders,2,6,20,21,"These trials use human embryonic , foetal and umbilical cord tissue-derived stem cells and bone marrow-derived stem cells to treat visual disorders such as age-related macular degeneration , Stargardt 's disease and retinitis pigmentosa ."
25498777,umbilical cord tissue-derived stem cells,visual disorders,8,12,20,21,"These trials use human embryonic , foetal and umbilical cord tissue-derived stem cells and bone marrow-derived stem cells to treat visual disorders such as age-related macular degeneration , Stargardt 's disease and retinitis pigmentosa ."
25498777,"use human embryonic , foetal",age-related macular degeneration,2,6,24,26,"These trials use human embryonic , foetal and umbilical cord tissue-derived stem cells and bone marrow-derived stem cells to treat visual disorders such as age-related macular degeneration , Stargardt 's disease and retinitis pigmentosa ."
25498777,umbilical cord tissue-derived stem cells,age-related macular degeneration,8,12,24,26,"These trials use human embryonic , foetal and umbilical cord tissue-derived stem cells and bone marrow-derived stem cells to treat visual disorders such as age-related macular degeneration , Stargardt 's disease and retinitis pigmentosa ."
27364676,Clinical inquiries,acute otitis media,0,1,9,11,Clinical inquiries . Should you use antibiotics to treat acute otitis media in children ?
27364676,antibiotics,acute otitis media,6,6,9,11,Clinical inquiries . Should you use antibiotics to treat acute otitis media in children ?
27891597,HT,vasomotor symptoms,9,9,12,13,"Although these findings are relevant to women who use HT to treat vasomotor symptoms , HT is currently not indicated for the treatment of cognitive complaints or for dementia prevention ."
28262022,this material,premature rupture of the membranes,28,29,32,36,The purpose of this project was to study an in vitro model for plugging membrane defects with gelatin sponge and to develop a method with which to use this material to treat premature rupture of the membranes .
28506320,MDT,non-healing wounds,10,10,21,22,Some wound care therapists use both maggot debridement therapy ( MDT ) and hyperbaric oxygen ( HBO2 ) therapy to treat non-healing wounds .
28506320,hyperbaric oxygen ( HBO2 ) therapy,non-healing wounds,13,18,21,22,Some wound care therapists use both maggot debridement therapy ( MDT ) and hyperbaric oxygen ( HBO2 ) therapy to treat non-healing wounds .
28506320,maggot debridement therapy,non-healing wounds,6,8,21,22,Some wound care therapists use both maggot debridement therapy ( MDT ) and hyperbaric oxygen ( HBO2 ) therapy to treat non-healing wounds .
29033312,rituximab,high-risk patients,3,3,6,7,"When physicians use rituximab to treat high-risk patients , the platelet count should be closely monitored to avoid possible adverse events ."
29095656,unfractionated heparin,neonatal thrombosis,3,4,7,8,How to use unfractionated heparin to treat neonatal thrombosis in clinical practice .
30947601,a combination of LHRH agonists,disseminated breast cancer,39,43,50,52,"In view of the changed endocrine state in postmenopausal women on the one hand and alterations in endocrine metabolism in breast cancer tissue on the other hand , it is concluded that it might be more effective to use a combination of LHRH agonists and other endocrine modalities to treat disseminated breast cancer and gynecological malignancies ."
30947601,other endocrine modalities,disseminated breast cancer,45,47,50,52,"In view of the changed endocrine state in postmenopausal women on the one hand and alterations in endocrine metabolism in breast cancer tissue on the other hand , it is concluded that it might be more effective to use a combination of LHRH agonists and other endocrine modalities to treat disseminated breast cancer and gynecological malignancies ."
31722558,a lower dose of rituximab,rheumatoid arthritis,3,7,10,11,Could we use a lower dose of rituximab to treat rheumatoid arthritis in clinical practice : pros and cons ?
31804864,open cholecystectomy,severe cholecystitis,2,3,9,10,We use open cholecystectomy ( OC ) to treat severe cholecystitis in cases in which we are worried that inflammation might cause anatomical changes in Calot 's triangle .
31804864,OC,severe cholecystitis,5,5,9,10,We use open cholecystectomy ( OC ) to treat severe cholecystitis in cases in which we are worried that inflammation might cause anatomical changes in Calot 's triangle .
33370087,Which tyrosine kinase inhibitor,Philadelphia chromosome-positive acute lymphoblastic leukemia,0,3,9,13,Which tyrosine kinase inhibitor should we use to treat Philadelphia chromosome-positive acute lymphoblastic leukemia ?
33654919,complementary and alternative medicines,their chronic diseases,3,6,12,14,Many Canadians use complementary and alternative medicines ( CAMs ) to treat their chronic diseases .
33654919,CAMs,their chronic diseases,8,8,12,14,Many Canadians use complementary and alternative medicines ( CAMs ) to treat their chronic diseases .
33734957,ciprofloxacin,susceptible gonococcal infections,4,4,7,9,Clinicians can confidently use ciprofloxacin to treat susceptible gonococcal infections .
34728702,effective and safer therapies,increasing,6,9,13,13,It is necessary to use more effective and safer therapies to treat the increasing prevalence of metabolic diseases .
34728702,effective and safer therapies,metabolic diseases,6,9,16,17,It is necessary to use more effective and safer therapies to treat the increasing prevalence of metabolic diseases .
34785948,hBMSCs,skeletal diseases,15,15,19,20,Several preclinical studies and a few clinical studies use human bone marrow stromal cells ( hBMSCs ) to treat skeletal diseases and repair damaged tissue .
34785948,human bone marrow stromal cells,skeletal diseases,9,13,19,20,Several preclinical studies and a few clinical studies use human bone marrow stromal cells ( hBMSCs ) to treat skeletal diseases and repair damaged tissue .
35904538,VAT atrial appendectomy,focal AT,10,12,15,16,"To our knowledge , we are the first to use VAT atrial appendectomy to treat focal AT ."
35973206,anti-lymphocyte preparations,acute renal functional deterioration attributable,12,13,18,22,"Beyond the immediate post-transplant period , physicians are often reluctant to use anti-lymphocyte preparations to treat episodes of acute renal functional deterioration attributable to acute rejection ."
39532703,intraperitoneal calcitriol,continuous ambulatory peritoneal dialysis ( CAPD ) patients with secondary hyperparathyroidism,8,9,12,22,To determine whether it is practicable to use intraperitoneal calcitriol to treat continuous ambulatory peritoneal dialysis ( CAPD ) patients with secondary hyperparathyroidism and whether this form of therapy is effective and safe .
41279525,traditional pharmaceuticals,single-gene disorders,9,10,17,18,This review attempts to survey the potential to use traditional pharmaceuticals as opposed to biopharmaceuticals to treat single-gene disorders .
43154210,herbal products,specific illnesses,23,24,32,33,People in El Paso tend to consume herbal or natural supplements for weight loss or muscle enhancement ; those in Ciudad Juárez use herbal products ( mostly crude plants ) to treat specific illnesses .
43154210,crude plants,specific illnesses,27,28,32,33,People in El Paso tend to consume herbal or natural supplements for weight loss or muscle enhancement ; those in Ciudad Juárez use herbal products ( mostly crude plants ) to treat specific illnesses .
44535769,RNAi,various diseases,10,10,14,15,"Recently , researchers have begun to use RNA interference ( RNAi ) to treat various diseases in the clinic ."
44535769,RNA interference,various diseases,7,8,14,15,"Recently , researchers have begun to use RNA interference ( RNAi ) to treat various diseases in the clinic ."
44814530,radiotherapy,N+ HNCUP patients,7,7,12,14,Three of seven Swedish centres use only radiotherapy or chemoradiotherapy to treat N+ HNCUP patients .
44814530,chemoradiotherapy,N+ HNCUP patients,9,9,12,14,Three of seven Swedish centres use only radiotherapy or chemoradiotherapy to treat N+ HNCUP patients .
47785078,temozolomide,aggressive pituitary tumours,5,5,8,10,How and when to use temozolomide to treat aggressive pituitary tumours .
47996557,intestinal microbiota composition-based personalized dietary interventions,chronic inflammatory diseases,28,33,36,38,"This review will highlight recent literature that has advanced understanding of microbiota-diet-disease interplay , with a central focus on the following question : Are we ready to use intestinal microbiota composition-based personalized dietary interventions to treat chronic inflammatory diseases ?"
49247313,OMM,musculoskeletal disorders,4,4,10,11,Osteopathic doctors also use OMM to treat infectious disease-not just musculoskeletal disorders .
49247313,OMM,infectious disease-not,4,4,7,8,Osteopathic doctors also use OMM to treat infectious disease-not just musculoskeletal disorders .
50359872,herbal medicine,different ailments,23,24,27,28,Plants have been used as a primary source of medicine since ancient times and about 80 % of the world 's population use herbal medicine to treat different ailments .
51915447,the small doses of radiation,human uterine cervical carcinoma,14,18,25,28,It is already known that Misonidazole as a radiosensitizer is not so effective with the small doses of radiation that we generally use to treat human uterine cervical carcinoma by fractionated irradiation .
52330047,a practice,acute gout,14,15,11,12,"Most rheumatologists practicing in the US use combination therapy to treat acute gout , a practice that merits study ."
52330047,combination therapy,acute gout,7,8,11,12,"Most rheumatologists practicing in the US use combination therapy to treat acute gout , a practice that merits study ."
53132424,the information,central nervous system disorders,15,16,21,24,A major challenge now is to utilise this knowledge to develop receptor-specific drugs and use the information gained to better treat central nervous system disorders .
54851321,the intracavitary repair method,ventricular aneurysms,26,29,35,36,"Although I have tried various methods for repairing postinfarction septal defects , I recently began to use an exclusion technique , which is an extension of the intracavitary repair method that I use to treat ventricular aneurysms ."
55057550,cortical GABAergic interneuron progenitors,chronic temporal lobe epilepsy,15,18,27,30,"In this issue of Cell Stem Cell , Cunningham et al. ( 2014 ) use cortical GABAergic interneuron progenitors derived from human embryonic stem cells to treat chronic temporal lobe epilepsy in a mouse model ."
55845799,this device,recurrent dislocation,2,3,6,7,We use this device to treat recurrent dislocation when other modalities are unlikely to be effective .
56184043,a sweeping laser,as-produced yarns,3,5,9,10,"We further use a sweeping laser to thermally treat as-produced yarns for recovering defects of carbon nanotubes and possibly welding carbon nanotube joints , which improves their Young 's modulus by up to ∼70 % ."
57843084,traditional health care,various mental conditions,9,11,14,16,The majority of the population in South Africa use traditional health care to treat various mental conditions .
59744046,alternative nonprescription therapies,medical conditions,7,9,12,13,"Today , 42 % of Americans use alternative nonprescription therapies to treat medical conditions ; 46 % of nonprescription alternative use for principal medical conditions is done without consulting either a medical doctor or a nonphysician practitioner of alternative therapy ."
60312158,AHSCT,select patients with MS,8,8,11,14,"Currently , many centers are experienced and use AHSCT to treat select patients with MS , contributing to ongoing registries and clinical trials which will help answer these questions ."
60323895,the benefits of NM-mediated autophagy,clinical diseases,7,11,14,15,It has become a trend to use the benefits of NM-mediated autophagy to treat clinical diseases such as cancer and neurodegenerative diseases .
60323895,the benefits of NM-mediated autophagy,neurodegenerative diseases,7,11,20,21,It has become a trend to use the benefits of NM-mediated autophagy to treat clinical diseases such as cancer and neurodegenerative diseases .
60355121,intensive statin therapy,dyslipidemic patients,11,13,16,17,"Given this body of evidence , it appears appropriate to use intensive statin therapy to treat dyslipidemic patients at high risk for coronary heart disease ."
61818905,the denitrification biofilter,nitrate-contaminated wastewater,7,9,12,13,"It is feasible and economical to use the denitrification biofilter to treat nitrate-contaminated wastewater , although further optimization of carbon source addition is still required ."
61979110,CPAP,obstructive sleep apnea,11,11,15,17,Each night millions of patients use continuous positive airway pressure ( CPAP ) to treat obstructive sleep apnea ( OSA ) .
61979110,continuous positive airway pressure,obstructive sleep apnea,6,9,15,17,Each night millions of patients use continuous positive airway pressure ( CPAP ) to treat obstructive sleep apnea ( OSA ) .
63315864,herbs,chronic conditions that are poorly responsive,3,3,9,14,Consumers frequently use herbs and dietary supplements to treat chronic conditions that are poorly responsive to prescription drugs or when prescription drugs carry a high side effect burden .
63315864,dietary supplements,chronic conditions that are poorly responsive,5,6,9,14,Consumers frequently use herbs and dietary supplements to treat chronic conditions that are poorly responsive to prescription drugs or when prescription drugs carry a high side effect burden .
63657469,licensed drugs,additional indications,40,41,44,45,"These include the creation of large data warehouses , bioinformatics algorithms to analyse ' big data ' that identify novel drug targets and/or biomarkers , programs to assess the tractability of targets , and prediction of repositioning opportunities that use licensed drugs to treat additional indications ."
68056728,our reduced density matrix hybrid framework,the faster environmental modes,13,18,21,24,"To further improve on the accuracy of the Ehrenfest approach , we use our reduced density matrix hybrid framework to treat the faster environmental modes quantum mechanically , at the level of a perturbative master equation ."
68363161,the basidiocarps of G. neo-japonicum,various ailments,10,14,17,18,The Malaysian indigenous tribes including the Temuans and Temiars use the basidiocarps of G. neo-japonicum to treat various ailments including diabetes .
69944444,deep tangents,the internal mammary nodes,16,17,24,27,"Generally , a decision can then be made beforehand whether it would be better to use deep tangents or a separate field to treat the internal mammary nodes ."
70437630,55 commercial facilities,different foods,26,28,31,32,"With the increasing interest of national authorities and the food industry in applying the process , it is anticipated that some 25 countries will use some 55 commercial facilities to treat different foods on an industrial scale by 1990 ."
70669735,HDT,affective disorders,10,10,14,15,"Clinicians have been reluctant to use high dose thyroid ( HDT ) to treat affective disorders because high circulating levels of thyroid hormone have traditionally been equated with hyperthyroidism , and understood as the cause of the medical sequelae of hyperthyroidism , such as osteoporosis and cardiac abnormalities ."
70669735,high dose thyroid,affective disorders,6,8,14,15,"Clinicians have been reluctant to use high dose thyroid ( HDT ) to treat affective disorders because high circulating levels of thyroid hormone have traditionally been equated with hyperthyroidism , and understood as the cause of the medical sequelae of hyperthyroidism , such as osteoporosis and cardiac abnormalities ."
70878600,the drugs,chronic pain,6,7,12,13,What do we really know about the drugs we use to treat chronic pain ?
73676045,photodynamic therapy,the multifocal dysplastic lesions,4,5,8,11,We decided to use photodynamic therapy to treat the multifocal dysplastic lesions .
75852328,symmetry principles,magic-angle sample-rotation,4,5,11,12,The new sequences use symmetry principles to treat the effect of magic-angle sample-rotation and resonant radio frequency fields .
75852328,symmetry principles,resonant radio frequency fields,4,5,14,17,The new sequences use symmetry principles to treat the effect of magic-angle sample-rotation and resonant radio frequency fields .
78402575,cell therapy,ocular conditions,7,8,12,13,"Forty companies with 76 clinics use "" cell therapy "" to treat ocular conditions ."
79714096,Q32,inflammatory diseases,13,13,30,31,"This study revealed that QCT and Q32 G have anti-inflammatory potential , however Q32 G possess comparable activity as that of QCT and could be use as adjuvant to treat inflammatory diseases ."
79714096,G,inflammatory diseases,14,14,30,31,"This study revealed that QCT and Q32 G have anti-inflammatory potential , however Q32 G possess comparable activity as that of QCT and could be use as adjuvant to treat inflammatory diseases ."
80030749,PARP inhibitors,BRCA1/2 mutant cancers,7,8,11,13,These results spawned the idea to use PARP inhibitors to treat BRCA1/2 mutant cancers .
80407898,the Ommaya reservoir,recurrent neuroleukemia,5,7,10,11,[ An attempt to use the Ommaya reservoir to treat recurrent neuroleukemia ] .
80546432,plants,many conditions,11,11,16,17,There are many individuals in the Bredasdorp/Elim area who still use plants as medicines to treat many conditions .
82258570,medial patellofemoral ligament reconstruction,medial soft tissue insufficiency,10,13,16,19,"Currently , most patellofemoral surgeons use soft tissue procedures like medial patellofemoral ligament reconstruction to treat medial soft tissue insufficiency and tibial tuberosity or femoral osteotomy to correct substantial bony malalignment ."
82258570,soft tissue procedures,medial soft tissue insufficiency,6,8,16,19,"Currently , most patellofemoral surgeons use soft tissue procedures like medial patellofemoral ligament reconstruction to treat medial soft tissue insufficiency and tibial tuberosity or femoral osteotomy to correct substantial bony malalignment ."
83280805,this self-made antibiotic cement rod,intramedullary infections,2,6,9,10,We use this self-made antibiotic cement rod to treat intramedullary infections .
83704938,DCA,fat tissue,4,4,8,9,Many cosmetic surgeons use DCA off-label to treat fat tissue in other areas of the body .
84047855,combination therapy of â-lactam and â-lactamse inhibitors,this multidrug resistant Citrobacter sp.,17,23,26,30,"In conclusion , although , ESBL producers are always treated with carbapenems , we recommend to use combination therapy of â-lactam and â-lactamse inhibitors to treat this multidrug resistant Citrobacter sp. and carbapenems should be kept as a reserve drug and we should aim to prevent the spread of this resistant pathogen between different patients to decrease the morbidity and mortality associated with this pathogen ."
85506306,PPARgamma ligands,this common and generally chemo-resistant type of cancer,4,5,8,15,"To more effectively use PPARgamma ligands to treat this common and generally chemo-resistant type of cancer , it will be necessary to better understand the nature of PPARgamma activity in prostate cancer cells ."
86514446,electrostatic precipitators,solid particulate matter,7,8,11,13,Most thermal power plants in China use electrostatic precipitators to treat solid particulate matter in flue gas .
87264400,familiar techniques,chronic orchialgia,11,12,15,16,Utilization of robotic-assisted surgery offers more urologists the ability to use familiar techniques to treat chronic orchialgia when conservative measures are unsuccessful .
87519582,isotretinoin,severe acne,10,10,13,14,"It is prudent for the practitioner to continue to use isotretinoin to treat severe acne , while at the same time informing patients and their relatives that depressive symptoms should be actively assessed at each visit and , if necessary , referral to a psychiatrist and a discontinuation of isotretinoin should be considered ."
88474705,antiasthmatic medication,their exercise-induced bronchial symptoms,3,4,7,10,Athletes commonly use antiasthmatic medication to treat their exercise-induced bronchial symptoms .
88575668,GA,PTZ-induced epilepsy rats,6,6,9,11,"Therefore , we tried to use GA to treat PTZ-induced epilepsy rats ."
89508328,modified force-field parameters,the interparticle non-bonded potentials of the hot spots,9,11,14,21,"In the Hamiltonian replica exchange protocol , we use modified force-field parameters to treat the interparticle non-bonded potentials of the hot spots within the protein and between protein and solvent atoms , leaving unperturbed those relative to all other residues , as well as solvent-solvent interactions ."
90946158,radiation,other cranial base tumors,2,2,5,8,"Neurotologists use radiation to treat other cranial base tumors as well , most commonly glomus tumors or meningiomas , and 64 % of respondents irradiate neurofibromatosis Type 2 ."
91331702,single-agent chemotherapy,low- or moderate-risk persistent trophoblastic tumors,2,3,10,15,"We use single-agent chemotherapy , preferably methotrexate , to treat low- or moderate-risk persistent trophoblastic tumors ."
91331702,methotrexate,low- or moderate-risk persistent trophoblastic tumors,6,6,10,15,"We use single-agent chemotherapy , preferably methotrexate , to treat low- or moderate-risk persistent trophoblastic tumors ."
92164764,cannabis,medical conditions,14,14,17,18,"As more states legalize cannabis for medical and recreational use , people increasingly use cannabis to treat medical conditions and associated symptoms ."
92201746,HAART,African children,9,9,12,13,"In resource-limited setting , it is possible to use HAART to treat African children ."
92621910,this combination of agents,recurrent malignant glioma,8,11,14,16,"Despite the efforts of previous investigators to use this combination of agents to treat recurrent malignant glioma , we can not recommend the use of i.a . chemotherapy for salvage treatment of this disease ."
93065542,pelvic floor muscle training,urinary incontinence,3,6,9,10,Clinicians who use pelvic floor muscle training to treat urinary incontinence advised can benefit from accessing explicit details of interventions tested in research and reported as effective .
94283067,techniques,glottic insufficiency,7,7,17,18,Otolaryngologists continue to use a variety of techniques and materials to treat a range of conditions of glottic insufficiency .
94602506,therapist-led ' hands-on ' interventions,postural control,5,9,12,13,Acute stroke physiotherapists primarily use therapist-led ' hands-on ' interventions to treat postural control and mobility problems .
95127085,carbamazepine,primary enuresis,4,4,7,8,This encouraged to use carbamazepine to treat primary enuresis .
95571658,immunotherapeutic modality,pancreatic cancer,11,12,15,16,The recent progress in cancer immunotherapy triggers a hope to use immunotherapeutic modality to treat pancreatic cancer .
95733148,oral metronidazole,papulopustolar rosacea,5,6,12,13,"If not , we use oral metronidazole or oral tetracycline to treat papulopustolar rosacea ."
95733148,oral tetracycline,papulopustolar rosacea,8,9,12,13,"If not , we use oral metronidazole or oral tetracycline to treat papulopustolar rosacea ."
96085146,the immunosuppressive agent cyclosporine,mediated,6,9,16,16,Clinical researchers are beginning to use the immunosuppressive agent cyclosporine to treat a variety of immunologically mediated diseases .
96245277,medications,gastrointestinal reflux disease,32,32,36,38,"Further , chronic opioid users were 3.04 times ( 95 % CI 2.05 - 4.51 ) more likely to use muscle relaxants and benzodiazepines concomitantly chronically and also more likely to use medications chronically to treat gastrointestinal reflux disease , constipation , estrogen loss , nausea and vomiting , and edema ."
98344650,para-professionals,hospitalized,9,9,12,12,"Sullivan was , perhaps , the first to use para-professionals to treat hospitalized schizophrenics , an approach that was considered revolutionary in the 1920s . What was not widely known , though , was that almost all the men on the all-male ward during those five years , both the ward attendants , whom Sullivan selected and trained , and the patients , were gay ."
98770342,other medications,non-HIV diseases,5,6,9,10,"Yet , they may use other medications to treat non-HIV diseases ."
102914982,medicinal plants,urinary lithiasis,14,15,21,22,"In Morocco , as in many countries , a large number of patients use medicinal plants to treat their disease including urinary lithiasis ."
105009122,interventional procedures,extracranial and intracranial lesions,8,9,13,16,"In conclusion , it is useful to use interventional procedures to treat both extracranial and intracranial lesions in order to significantly reduce mortality from acute cerebral ischemia and its functional sequelae ."
105114929,the OPAD,patients ' skeletal health,5,6,11,14,Primary care physicians can use the OPAD to assess and treat patients ' skeletal health .
105507391,oral metronidazole,papulopustolar rosacea,5,6,12,13,"If not , we use oral metronidazole or oral tetracycline to treat papulopustolar rosacea ."
105507391,oral tetracycline,papulopustolar rosacea,8,9,12,13,"If not , we use oral metronidazole or oral tetracycline to treat papulopustolar rosacea ."
105889548,specific recipe,fatty liver,5,6,12,13,This facilitates us to use specific recipe or modified recipe to treat fatty liver from the points of integrated traditional Chinese and western medicine and combining syndrome differentiation with disease differentiation .
108309281,plantain inflorescence,various gastro-intestinal ailments,9,10,13,15,Traditional medical practitioners in many South Asian countries use plantain inflorescence to treat various gastro-intestinal ailments .
109459418,NG,moderate/severe HEs,8,8,15,16,"Patients and caregivers were taught how to use NG ( 3 mg ) to treat moderate/severe HEs , record the time taken to awaken or return to normal status , and measure blood glucose ( BG ) levels over time ."
110261991,plant crude extracts,various diseases,4,6,9,10,Traditional practitioners commonly use plant crude extracts to treat various diseases in patients with symptoms that can be seen during enterovirus infections .
110401521,simple techniques,sexual issues,7,8,11,12,Afterwards the clinician is encouraged to use simple techniques to treat sexual issues and follow-up with the patient to assess the outcome .
111509850,massive parallel computing,the huge number of free wavefunctions,3,5,8,13,Also we use massive parallel computing to treat the huge number of free wavefunctions at high temperatures ( up to 10(9 )   K ) .
111606875,this intrapleural bupivacaine,a certain kind of unilateral chronic pain,7,9,12,18,We think it is possible to use this intrapleural bupivacaine to treat a certain kind of unilateral chronic pain .
112925477,antiasthma drugs,exercise-induced bronchial symptoms,4,5,8,10,Elite athletes commonly use antiasthma drugs to treat exercise-induced bronchial symptoms .
114925202,plants,various gastrointestinal ailments,4,4,16,18,"Over the years , plants and plant extracts have been use as traditional medicine to treat various gastrointestinal ailments including diarrhea ."
114925202,plant extracts,various gastrointestinal ailments,6,7,16,18,"Over the years , plants and plant extracts have been use as traditional medicine to treat various gastrointestinal ailments including diarrhea ."
117312527,artesunate,severe malaria,1,1,6,7,"Use artesunate not quinine to treat severe malaria , say experts ."
117312527,not quinine,severe malaria,2,3,6,7,"Use artesunate not quinine to treat severe malaria , say experts ."
117398157,argon plasma coagulation,all visible residual neoplasia,15,17,23,26,"In the first part of the study period , our routine practice was to use argon plasma coagulation ( APC ) to treat all visible residual neoplasia after exhaustive attempts at snare resection during EMR ."
117398157,APC,all visible residual neoplasia,19,19,23,26,"In the first part of the study period , our routine practice was to use argon plasma coagulation ( APC ) to treat all visible residual neoplasia after exhaustive attempts at snare resection during EMR ."
117398158,avulsion,all visible residual neoplasia,15,15,18,21,"In the second part of the study period , we changed our practice to use avulsion to treat all visible residual neoplasia after exhaustive attempts at snare resection during EMR ."
119041353,fewer resources,the genital-specific conditions of patients,7,8,11,15,The results may suggest that physicians use fewer resources to treat the genital-specific conditions of patients who share their sex .
121637159,intraoperative navigation,complex facial trauma,12,13,19,21,"In clinical routine the authors use the combination of preoperative planning , intraoperative navigation and intraoperative imaging to treat complex facial trauma ."
121637159,intraoperative imaging,complex facial trauma,15,16,19,21,"In clinical routine the authors use the combination of preoperative planning , intraoperative navigation and intraoperative imaging to treat complex facial trauma ."
121637159,the combination of preoperative planning,complex facial trauma,6,10,19,21,"In clinical routine the authors use the combination of preoperative planning , intraoperative navigation and intraoperative imaging to treat complex facial trauma ."
122038032,this method,such patients,23,24,27,28,"Our treatment policies have been modified to minimize the risk of these complications in the future , and we are continuing to use this method to treat such patients ."
122309829,antibiotics,bacterial infections,13,13,16,17,There are both pharmacodynamic and evolutionary reasons to use multiple rather than single antibiotics to treat bacterial infections ; in combination antibiotics can be more effective in killing target bacteria as well as in preventing the emergence of resistance .
122309829,use multiple,bacterial infections,8,9,16,17,There are both pharmacodynamic and evolutionary reasons to use multiple rather than single antibiotics to treat bacterial infections ; in combination antibiotics can be more effective in killing target bacteria as well as in preventing the emergence of resistance .
122955964,nonopioid medications,chronic pain,3,4,7,8,"Many providers use nonopioid medications to treat chronic pain ; however , for some patients , opioid analgesics are the exclusive treatment of chronic pain ."
123009454,patients ' imagery,phobic and posttrauma reactions,4,6,11,14,"Many clinical strategies use patients ' imagery to explore and treat phobic and posttrauma reactions , however little attention has been paid to the underlying assumption that imagery of relevant stimuli may help maintain conditioned behavior ."
125117833,zinc-based formulations,different classes of diseases,5,6,9,12,Traditional and complementary medicines use zinc-based formulations to treat different classes of diseases .
125523186,prostaglandin,pulmonary arterial hypertension,11,11,25,27,"For decades , there have been many ongoing attempts to use prostaglandin I(2 ) ( PGI(2 ) ) to treat heart diseases , such as pulmonary arterial hypertension ."
125727284,cannabis,associated,8,8,11,11,Individuals living with post-traumatic stress disorder frequently use cannabis to treat associated symptoms .
